placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,wednesday,thursday,friday,saturday,sunday,monday,tuesday,query,timestamp,attributes,info,isBlackOwned,error
https://www.google.com/maps/place/Memorial+Care+Urgent+Care+on+Morton/data=!4m7!3m6!1s0x87dfebc017cc75d9:0xc9c808b7e2153601!8m2!3d39.7229147!4d-90.2427972!16s%2Fg%2F11sjprlj21!19sChIJ2XXMF8Dr34cRATYV4rcIyMk,Memorial Care Urgent Care on Morton,2.9,25,Urgent care center,"901 W Morton Ave Suite 22, Jacksonville, IL 62650, United States","PQF4+5V Jacksonville, Illinois, USA",https://memorial.health/medical-services/urgent-care/?y_source=1_ODIwMDM3NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-588-2600,Open ⋅ Closes 8 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kOk2YwWtfSWaNWJEYTcVOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.92157&pitch=0&thumbfov=100,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Jacksonville+Springfield+IL/@39.733936,-90.2290098,14z",2025-09-17T23:53:11.564Z,,,,
https://www.google.com/maps/place/Sunny+Acres+Nursing+Home/data=!4m7!3m6!1s0x880ab2c23ad3a7d5:0xb917c22685f530d3!8m2!3d39.9998432!4d-89.8264943!16s%2Fg%2F1tlz_rz2!19sChIJ1afTOsKyCogR0zD1hSbCF7k,Sunny Acres Nursing Home,3.8,12,Nursing home,"19130 Sunny Acres Rd, Petersburg, IL 62675, United States","X5XF+WC Petersburg, Illinois, USA",http://www.sunnyacreshome.org/,+1 217-632-2334,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNHkSYPNOkXNgy0lH0bXcIPQkEdHzIu-5o6ikgV=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Petersburg+Springfield+IL/@40.0117151,-89.8481652,14z",2025-09-17T23:53:24.989Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+at+Memorial+Physician+Services+-+Petersburg/data=!4m7!3m6!1s0x886e29fe71b5314d:0xd8f50ae4c97cf8c8!8m2!3d40.014329!4d-89.8250972!16s%2Fg%2F1tj3lv5d!19sChIJTTG1cf4pbogRyPh8yeQK9dg,Springfield Clinic at Memorial Physician Services - Petersburg,,,Hospital department,"1 Centre Dr, Petersburg, IL 62675, United States","257F+PX Petersburg, Illinois, USA",,+1 217-632-7761,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kzoLdUdUg1atT3cri7Q0-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.9473&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Petersburg+Springfield+IL/@40.0117151,-89.8481652,14z",2025-09-17T23:53:27.995Z,,,,
https://www.google.com/maps/place/VITAS+Healthcare/data=!4m7!3m6!1s0x8875a3fa712284e7:0xe54464539b047ef5!8m2!3d39.1785612!4d-89.662617!16s%2Fg%2F11k45rstrc!19sChIJ54QicfqjdYgR9X4Em1NkROU,VITAS Healthcare,,,Hospice,"703 W Union Ave #1, Litchfield, IL 62056, United States","58HP+CX Litchfield, Illinois, USA",https://www.vitas.com/locations-search/fairview-heights/litchfield-hospice-office?utm_source=google&utm_medium=locallisting&utm_content=SAT7301&y_source=1_NzE3NzgzMTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-250-3055,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNeVTM13d-_TKRk70Mmt5Hm0qIYtjQNQDn3LSLR=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Litchfield+Springfield+IL/@39.176356,-89.6554379,14z",2025-09-17T23:53:40.864Z,,,,
https://www.google.com/maps/place/Litchfield+Health+and+Rehab+Center/data=!4m7!3m6!1s0x8875a33f5e069e03:0x650eb4b6e05026bc!8m2!3d39.1703413!4d-89.6437405!16s%2Fg%2F1tcylsyl!19sChIJA54GXj-jdYgRvCZQ4La0DmU,Litchfield Health and Rehab Center,4.8,35,Nursing home,"628 S Illinois Ave, Litchfield, IL 62056, United States","59C4+4G Litchfield, Illinois, USA",http://www.litchfieldhrc.com/,+1 217-324-2153,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMRHv82kEhe3YEzojG7ZonMUQwYiZ5uCNL32bo5=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Litchfield+Springfield+IL/@39.176356,-89.6554379,14z",2025-09-17T23:53:45.911Z,,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x8875a31ef68a5d11:0x7e84efb47a7567a5!8m2!3d39.1777627!4d-89.6598934!16s%2Fg%2F11ck4dvr10!19sChIJEV2K9h6jdYgRpWd1erTvhH4,Home Instead,5.0,7,Home health care service,"500 W Union Ave Unit 2, Litchfield, IL 62056, United States","58HR+42 Litchfield, Illinois, USA",https://www.homeinstead.com/home-care/usa/il/jacksonville-jerseyville-litchfield/545/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 217-324-2299,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMB1PqaOC7z2tOz-bSk0I1D2cF5bsmnSuWj1BLz=w408-h293-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Litchfield+Springfield+IL/@39.176356,-89.6554379,14z",2025-09-17T23:53:51.449Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Springfield+Clinic+at+St.+Francis+Hospital+Specialty+Clinic/data=!4m7!3m6!1s0x8875a36b8ac5eb91:0xb36743820dab0cf5!8m2!3d39.1812744!4d-89.6389347!16s%2Fg%2F1w347c4p!19sChIJkevFimujdYgR9QyrDYJDZ7M,Springfield Clinic at St. Francis Hospital Specialty Clinic,,,Medical clinic,"1215 Franciscan Dr, Litchfield, IL 62056, United States","59J6+GC Litchfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/hshs-st-francis-hospital-specialty-clinic#providers-specialties,+1 800-444-7541,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=66kxnxyfUQ6QJZpvp46lkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.09636&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Litchfield+Springfield+IL/@39.176356,-89.6554379,14z",2025-09-17T23:53:54.227Z,,,,
https://www.google.com/maps/place/Central+Counties+Health+Centers/data=!4m7!3m6!1s0x88753a2033346529:0x1470c902f62c39b!8m2!3d39.795352!4d-89.6224635!16s%2Fg%2F1tyt62wx!19sChIJKWU0MyA6dYgRm8NiL5AMRwE,Central Counties Health Centers,3.0,73,Medical clinic,"2239 E Cook St, Springfield, IL 62703, United States","Q9WH+42 Springfield, Illinois, USA",https://www.centralcounties.org/,+1 217-788-2300,Closes soon ⋅ 7 pm ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ShLBJC_lVwzWNmKHHgBPQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.87708&pitch=0&thumbfov=100,true,10 am–7 pm,8 am–5 pm,8 am–5 pm,9 am–1 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Riverton+Springfield+IL/@39.8442164,-89.5395417,14z",2025-09-17T23:54:09.290Z,,,,
https://www.google.com/maps/place/Lincoln+Prairie+Behavioral+Health+Center/data=!4m7!3m6!1s0x8875393e5657f481:0x9959eb2e6262f6ed!8m2!3d39.7257475!4d-89.6407112!16s%2Fg%2F1tjt2plv!19sChIJgfRXVj45dYgR7fZiYi7rWZk,Lincoln Prairie Behavioral Health Center,2.4,337,Mental health clinic,"5230 S 6th Street Frontage Rd E, Springfield, IL 62703, United States","P9G5+7P Springfield, Illinois, USA",https://lincolnprairiebhc.com/,+1 217-585-1180,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPasAt5j9LfZ8oGVpjPx3BKriVnfIuKzvnn5osY=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Riverton+Springfield+IL/@39.8442164,-89.5395417,14z",2025-09-17T23:54:14.584Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+Taylorville/data=!4m7!3m6!1s0x8874e43a9a8bc30f:0xd844ebfcc0160265!8m2!3d39.5555899!4d-89.2943383!16s%2Fg%2F1tfr15c1!19sChIJD8OLmjrkdIgRZQIWwPzrRNg,Springfield Clinic Taylorville,4.8,424,Medical clinic,"600 N Main St, Taylorville, IL 62568, United States","HP44+67 Taylorville, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-taylorville,+1 217-287-8855,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMtsJ2wv_U5QFaM_QeBW1qsVdOrCbZwPSs27-BI=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:30.049Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+Taylorville+Walk-In/data=!4m7!3m6!1s0x8874e51194190115:0x2418c642524758eb!8m2!3d39.5551761!4d-89.2938501!16s%2Fg%2F11sf9t2kj9!19sChIJFQEZlBHldIgR61hHUkLGGCQ,Springfield Clinic Taylorville Walk-In,3.9,9,Medical clinic,"600 N Main St, Taylorville, IL 62568, United States","HP44+3F Taylorville, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-taylorville,+1 217-287-8855,"Open ⋅ Closes 8 pm

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM3BjwCGCKoXlRKyPQ-oO9nVP5z_-ESstYMoHkm=w424-h240-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,Closed,Closed,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:35.138Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+Taylorville+-+Cheney/data=!4m7!3m6!1s0x8874e5e685aca6a7:0x117b44f120b5d806!8m2!3d39.5540075!4d-89.3063201!16s%2Fg%2F11h07pxql4!19sChIJp6ashebldIgRBti1IPFEexE,Springfield Clinic Taylorville - Cheney,4.9,37,Medical clinic,"500 N Cheney St, Taylorville, IL 62568, United States","HM3V+JF Taylorville, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-taylorville-cheney,+1 217-777-2020,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipN9NiICmaP-8B4atqoaebtKEjEPJHSMeZ_PWpyW=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:40.147Z,,,,
https://www.google.com/maps/place/Springfield+clinic/data=!4m7!3m6!1s0x8874e50032aec949:0xb0bc9d3313f6115e!8m2!3d39.5637672!4d-89.301334!16s%2Fg%2F11vws640t7!19sChIJScmuMgDldIgRXhH2EzOdvLA,Springfield clinic,,,Medical Center,"1307 N Lawrence Ave, Taylorville, IL 62568, United States","HM7X+GF Taylorville, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-taylorville,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sbWHZoGvBp9S390ftoJeZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.19446&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:42.891Z,,,,
https://www.google.com/maps/place/Taylorville+Urgent+Care/data=!4m7!3m6!1s0x8874e6a7bed48a61:0xf3d362510e51b1f9!8m2!3d39.5677337!4d-89.3119812!16s%2Fg%2F11c4wr6g5k!19sChIJYYrUvqfmdIgR-bFRDlFi0_M,Taylorville Urgent Care,4.7,339,Urgent care center,"1510 W Springfield Rd, Taylorville, IL 62568, United States","HM9Q+36 Taylorville, Illinois, USA",https://centralillinoisurgentcare.com/locations/taylorville-urgent-care/,+1 217-824-8244,Closes soon ⋅ 7 pm ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNF4QY13sFU8ddHGdxLdo-rmf0VtU73AKQXKBeo=w408-h272-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,10 am–6 pm,10 am–6 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:48.041Z,,,,
https://www.google.com/maps/place/Taylorville+Memorial+Hospital/data=!4m7!3m6!1s0x8874e430768bbf95:0xcdca767bc816b6b1!8m2!3d39.5551444!4d-89.2938195!16s%2Fg%2F1ty7500v!19sChIJlb-LdjDkdIgRsbYWyHt2ys0,Taylorville Memorial Hospital,2.7,55,Hospital,"201 E Pleasant St, Taylorville, IL 62568, United States","HP44+3F Taylorville, Illinois, USA",https://www.memorial.health/?y_source=1_MTU0MzQ4NjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-707-5555,,https://lh3.googleusercontent.com/p/AF1QipO8sme4oi75xjZnUXpTs-itQw6mOKWbEB6j1zni=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:53.048Z,,,,
"https://www.google.com/maps/place/Pavinderpal+S.+Gill,+MD/data=!4m7!3m6!1s0x8874e43a9a8bc30f:0x5add5493479b7d7e!8m2!3d39.555213!4d-89.293914!16s%2Fg%2F1thl65fg!19sChIJD8OLmjrkdIgRfn2bR5NU3Vo","Pavinderpal S. Gill, MD",4.9,149,Internist,"600 N Main St, Taylorville, IL 62568, United States","HP44+3C Taylorville, Illinois, USA",https://www.springfieldclinic.com/our-providers/pavinderpal-gill,+1 217-287-8855,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMZqK2IHigy2W_kZ7oxqctWwOLViOvnAxMvtDRi=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:54:58.359Z,,,,
https://www.google.com/maps/place/Litchfield+Urgent+Care/data=!4m7!3m6!1s0x8874e72961875c25:0xb3dddf247b45eea3!8m2!3d39.5678424!4d-89.3120569!16s%2Fg%2F11fszzlpsw!19sChIJJVyHYSnndIgRo-5FeyTf3bM,Litchfield Urgent Care,,,Urgent care center,"1510 W Springfield Rd STE A, Taylorville, IL 62568, United States","HM9Q+45 Taylorville, Illinois, USA",https://www.centralillinoisurgentcare.com/,+1 217-324-3400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=mjWwWUDK-3g7i_ihuwHzGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.009037&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:00.982Z,,,,
https://www.google.com/maps/place/Taylorville+Care+Center/data=!4m7!3m6!1s0x8874e46d771192a7:0xec8290b873083f!8m2!3d39.5443183!4d-89.3120666!16s%2Fg%2F1tdhfrr8!19sChIJp5IRd23kdIgRPwhzuJCC7AA,Taylorville Care Center,3.6,10,Nursing home,"600 S Houston St, Taylorville, IL 62568, United States","GMVQ+P5 Taylorville, Illinois, USA",https://www.palladianmgt.com/taylorville-care-center/,+1 217-824-9636,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtCT0PztKu1ZfoujkE0HpLzYjQ_r8cNj24zoDgvFgbcSZFYvJ2yF0h6Oawv49FQ2a6SoivJojcv86ryyJ6WYI3WjFQJDWQn5AXRvp8C8EgZdQYJG8BMGOKX2xG6-yMggzktVl0Aw=w408-h270-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:05.875Z,,,,
https://www.google.com/maps/place/High+Point+Residence+Taylorville/data=!4m7!3m6!1s0x8874e5131b6e9815:0xce72776391eaa8d5!8m2!3d39.5584498!4d-89.274559!16s%2Fg%2F11rwlvx5mn!19sChIJFZhuGxPldIgR1ajqkWN3cs4,High Point Residence Taylorville,4.7,14,Assisted living facility,"920 Mc Adam Dr, Taylorville, IL 62568, United States","HP5G+95 Taylorville, Illinois, USA",https://highpointtaylorville.com/,+1 217-287-7000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOIXTIHPOLwtVR4RKGs3yOZ5FQthpKkNMuHPh8z=w648-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:10.679Z,,,,
https://www.google.com/maps/place/Quad+County+Hospice/data=!4m7!3m6!1s0x88748b481d90e60f:0xcd5c0c09fd041d71!8m2!3d39.3793334!4d-89.0855844!16s%2Fg%2F1tjdmh8z!19sChIJD-aQHUiLdIgRcR0E_QkMXM0,Quad County Hospice,3.5,2,Hospice,"8 Huber St, Pana, IL 62557, United States","9WH7+PQ Pana, Illinois, USA",https://panahospital.com/services/quad-county-home-health,+1 217-562-6380,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipONiP1WA7MPb_T6Arg6RR0-bKgjwGLSafJMWbMw=w408-h301-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Open 24 hours,Open 24 hours,8 am–4:30 pm,8 am–4:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:15.538Z,,,,
https://www.google.com/maps/place/Traditions+Health+Hospice+%26+Palliative+Care/data=!4m7!3m6!1s0x8874b2693e202953:0x56889ac7edf78cc8!8m2!3d39.8976164!4d-88.9522634!16s%2Fg%2F1td6ywb1!19sChIJUykgPmmydIgRyIz37ceaiFY,Traditions Health Hospice & Palliative Care,3.6,10,Hospice,"365 E Ash Ave, Decatur, IL 62526, United States","V2XX+23 Decatur, Illinois, USA",https://www.traditionshealth.com/locations/decatur-il/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=decatur-il,+1 217-875-4395,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOuUzV-cKUIQ9bLi08XPAngRmJarax9qI6S4mDl=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:20.503Z,,,,
https://www.google.com/maps/place/Transitions+Hospice/data=!4m7!3m6!1s0x880b653074100001:0xaa456478981dd9af!8m2!3d40.4570217!4d-88.9141078!16s%2Fg%2F11h3vbpn8r!19sChIJAQAQdDBlC4gRr9kdmHhkRao,Transitions Hospice,5.0,3,Hospice,"1713 Tullamore Ave, Bloomington, IL 61704, United States","F34P+R9 Bloomington, Illinois, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8ZXO1f01cRDnst7r7RR1AQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.70275&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:23.279Z,,,,
https://www.google.com/maps/place/Pana+Health+and+Rehab+Center/data=!4m7!3m6!1s0x88748b6de6c1a4b9:0x103b709ecf81b9cd!8m2!3d39.3836152!4d-89.0665601!16s%2Fg%2F1trxl0jm!19sChIJuaTB5m2LdIgRzbmBz55wOxA,Pana Health and Rehab Center,4.7,34,Nursing home,"1000 E 6th St, Pana, IL 62557, United States","9WMM+C9 Pana, Illinois, USA",http://www.panahrc.com/,+1 217-562-2174,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMLc4DZJBKu_upkUDBtzASwIbA0Glc4Taj_q8uh=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:28.692Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+Rehabilitation+Services/data=!4m7!3m6!1s0x887539f8efcc6115:0x32a7329490318808!8m2!3d39.7602482!4d-89.6471762!16s%2Fg%2F11b69fn024!19sChIJFWHM7_g5dYgRCIgxkJQypzI,Springfield Clinic Rehabilitation Services,4.9,143,Medical clinic,"3020 S 6th St, Springfield, IL 62703, United States","Q963+34 Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-rehabilitation-services,+1 217-960-9151,"Closed ⋅ Opens 7 am Thu

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPswuIoLo6df_e4RxYcEJNjg24Rk8ruFs4GVtXk=w424-h240-k-no,true,7 am–5:30 pm,7 am–5:30 pm,7 am–5 pm,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:33.887Z,,,,
https://www.google.com/maps/place/Springfield+Clinic+Center+for+Plastic+Surgery/data=!4m7!3m6!1s0x8875478299608b75:0xab550327b85c55bc!8m2!3d39.7758898!4d-89.7081883!16s%2Fg%2F1td59c4s!19sChIJdYtgmYJHdYgRvFVcuCcDVas,Springfield Clinic Center for Plastic Surgery,4.9,242,Plastic surgery clinic,"2901 Greenbriar Dr, Springfield, IL 62704, United States","Q7GR+9P Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-center-for-plastic-surgery,+1 217-793-3019,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNp4abhZDev9e9-XSc8DQ5JumP0aTQitplRu1QP=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:39.124Z,,,,
https://www.google.com/maps/place/Seasons+Hospice/data=!4m7!3m6!1s0x87cf6273d59bfdf3:0xfa9015813398b066!8m2!3d37.2430748!4d-93.3137907!16s%2Fg%2F1tw1fc3y!19sChIJ8_2b1XNiz4cRZrCYM4EVkPo,Seasons Hospice,4.7,35,Hospice,"1831 W Melville Rd, Springfield, MO 65803, United States","6MVP+6F Springfield, Missouri, USA",https://springfieldhospice.com/,+1 417-890-5533,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNpHUllr_j3o14PVR_wReTYwH6pa6BLVew8B_nC=w551-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:45.060Z,,Identifies as women-owned,,
https://www.google.com/maps/place/Springfield+Clinic+Koke+Mill/data=!4m7!3m6!1s0x88754796db6018af:0x3393a415dbc487d9!8m2!3d39.7886634!4d-89.7162784!16s%2Fg%2F11c542xq9r!19sChIJrxhg25ZHdYgR2YfE2xWkkzM,Springfield Clinic Koke Mill,4.8,55,Allergist,"901 S Koke Mill Rd, Springfield, IL 62711, United States","Q7QM+FF Springfield, Illinois, USA",https://www.springfieldclinic.com/our-locations/springfield-clinic-koke-mill,+1 217-303-8868,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMbAx7T2T6DyB6ST6vGODfVZkEt6Kt8P5AC5Umd=w424-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:50.588Z,,,,
"https://www.google.com/maps/place/SBL+Hospice/@39.4874093,-88.2714517,17z/data=!3m1!4b1!4m6!3m5!1s0x88731b24afd00b17:0xf189d7754263c85b!8m2!3d39.4874093!4d-88.2714517!16s%2Fg%2F11bvcvb5yv",SBL Hospice,3.0,2,Hospice,"1004 Health Center Dr, Mattoon, IL 61938, United States","FPPH+XC Mattoon, Illinois, USA",http://www.sarahbush.org/hospice,+1 800-454-4055,,,true,,,,,,,,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:55:55.448Z,,,,
https://www.google.com/maps/place/Memorial+Care+Urgent+Care+on+South+Sixth+St./data=!4m7!3m6!1s0x887539123b21e779:0xba93826e54b46964!8m2!3d39.7619364!4d-89.647354!16s%2Fg%2F125_zj714!19sChIJeechOxI5dYgRZGm0VG6Ck7o,Memorial Care Urgent Care on South Sixth St.,3.4,94,Urgent care center,"2950 S 6th St, Springfield, IL 62703, United States","Q963+Q3 Springfield, Illinois, USA",https://memorial.health/memorial-care-s-sixth-urgent-care/overview?y_source=1_Mjg5MTMyMTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 217-588-2600,"Open ⋅ Closes 8 pm

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPgIDbzS1aGQiPfasPQWQyCo7KUV33dY9uzuUa9=w408-h612-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Hospice+clinics+in+Taylorville+Springfield+IL/@39.5493457,-89.2949777,14z",2025-09-17T23:56:00.536Z,,,,
