placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp
https://www.google.com/maps/place/Murray+Car+Care+Center/data=!4m7!3m6!1s0x875289910b0a70ff:0xa3148471e19e7d6b!8m2!3d40.6446118!4d-111.8884243!16s%2Fg%2F1tdfnrb9!19sChIJ_3AKC5GJUocRa32e4XGEFKM,Murray Car Care Center,4.6,175,Auto repair shop,,"5815 State St, Murray, UT 84107, United States","J4V6+RJ Murray, Utah, USA",http://murraycarcarecenter.com/,+1 801-268-6891,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzInkmmvpNEUYYRBuL7ZIbQ7f-SoEadeAJatoUUN_90rMLSC-Rhr9H2ZPUOe1iF2w-W7fmHZP4fGRkq6RaXa34-98RDcQn7yAxf-Q4GjwFIcmaZzpi8SA5V_sc3niOzLemo_ZMB57MovgGd=w408-h544-k-no,true,8 am–3 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:04:57.054Z
https://www.google.com/maps/place/Parris+RV+South/data=!4m7!3m6!1s0x8752898e9566dbaf:0x29c217995d11bd21!8m2!3d40.6503549!4d-111.8880279!16s%2Fg%2F1tkb5l9h!19sChIJr9tmlY6JUocRIb0RXZkXwik,Parris RV South,4.4,640,RV dealer,· In-store shopping,"5545 S State St, Murray, UT 84107, United States","M426+4Q Murray, Utah, USA",http://www.parrisrv.com/?utm_source=google&utm_medium=organic+&utm_campaign=google-business-profile,+1 801-262-2486,,,https://lh3.googleusercontent.com/p/AF1QipM6ltv87SCRLC5Mv9a_fluMYwSq6G1fUxenmgTJ=w426-h240-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:02.420Z
"https://www.google.com/maps/place/EZPAWN+%2880+4500+South,+Murray%29/data=!4m7!3m6!1s0x87528a38f77abc45:0x6fd07072f20587a7!8m2!3d40.6739335!4d-111.8894374!16s%2Fg%2F1wl4r26q!19sChIJRbx69ziKUocRp4cF8nJw0G8","EZPAWN (80 4500 South, Murray)",4.5,753,Pawn shop,· In-store shopping · In-store pick-up,"80 4500 S, Murray, UT 84107, United States","M4F6+H6 Murray, Utah, USA",https://ezpawn.com/stores/ga/atlanta/21-decatur-st-se,+1 801-506-7296,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipOOlkvV-Rx12021bJvIgN_ajNIj8bNE4BgtPQ1q=w426-h240-k-no,true,9 am–7 pm,12–5 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:07.570Z
https://www.google.com/maps/place/SLC+Mobile+RV+Repair/data=!4m7!3m6!1s0x87528959bef7f127:0x16eb5bf0050d0704!8m2!3d40.6614145!4d-111.8593106!16s%2Fg%2F11xzg4g3yl!19sChIJJ_H3vlmJUocRBAcNBfBb6xY,SLC Mobile RV Repair,5.0,5,RV repair shop,,"4950 S Camino Real, Salt Lake City, UT 84117, United States","M46R+H7 Salt Lake City, Utah, USA",https://slcmobilervrepair.com/,+1 385-454-6140,"Open 24 hours

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9uHNkx55H2shAL9-IV1Euq63-YcEbCBA896gc4ZEy7eLZvtR-k3utqr8g_lBKLFbDbRrCB3pMInEnClXkwOfdV9yQXfcHKro4co5Lk5kDbDYQW3rDxDZU-66JlLRIqQaZALVLhCZQ0IVx=w408-h286-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:28.731Z
https://www.google.com/maps/place/Motor+Sportsland+RV+Center/data=!4m7!3m6!1s0x87528a449d242fb3:0x8e1baa77f94cc774!8m2!3d40.6845009!4d-111.887153!16s%2Fg%2F1wnf1jdb!19sChIJsy8knUSKUocRdMdM-XeqG44,Motor Sportsland RV Center,4.3,801,RV dealer,· In-store shopping · In-store pick-up · Delivery,"4001 S State St, Millcreek, UT 84107, United States","M4M7+R4 Millcreek, Utah, USA",https://www.motorsportsland.com/,+1 801-262-2921,"Closes soon · 5 pm · Opens 9 am Mon

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipOqwf_EJksgYeHXeHYfgbGVNbuh1dofmKw-1I4=w426-h240-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:33.688Z
https://www.google.com/maps/place/Sportsmans+Fast+Cash+Pawn+-+Murray/data=!4m7!3m6!1s0x87528a447165776f:0xbc2505a04db4fa7a!8m2!3d40.6828531!4d-111.8875393!16s%2Fg%2F1tmcmqg7!19sChIJb3dlcUSKUocRevq0TaAFJbw,Sportsmans Fast Cash Pawn - Murray,4.5,102,Pawn shop,,"4081 State St, Murray, UT 84107, United States","M4M6+4X Murray, Utah, USA",https://www.sportsmanspawn.com/,+1 801-509-9181,Closes soon · 5 pm · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPYnaNr1OxSL_9Gqr1ok_OvtA_EmcUfgj0lSoiR=w426-h240-k-no,true,10 am–5 pm,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:38.717Z
https://www.google.com/maps/place/Canyon+Mobile+RV/data=!4m7!3m6!1s0x875289e649341601:0xdfd2e01bf3f1bfe6!8m2!3d40.6010966!4d-111.8409209!16s%2Fg%2F11nftwfvlv!19sChIJARY0SeaJUocR5r_x8xvg0t8,Canyon Mobile RV,4.7,30,Repair service,,,,http://www.canyonmobilerv.com/,+1 801-821-1452,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNJmH8hjsqLrRX40Uz1370lvjR1yCS-fidqigMu=w408-h271-k-no,true,Closed,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:43.417Z
https://www.google.com/maps/place/Big+Dog+Pawn+%26+Jewelry/data=!4m7!3m6!1s0x87528991a6c8170b:0x3639cc992edfea55!8m2!3d40.6289149!4d-111.8903937!16s%2Fg%2F1tkq_rcs!19sChIJCxfIppGJUocRVerfLpnMOTY,Big Dog Pawn & Jewelry,4.9,1609,Pawn shop,· In-store shopping · In-store pick-up,"6610 S State St, Murray, UT 84107, United States","J4H5+HR Murray, Utah, USA",http://www.bigdogpawn.com/,+1 385-800-7296,Open · Closes 7 pm,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxatURFgL_cPafmmNi4bVU03E2zXM98ig9QgL5-QB3JEpUtx1DFUecCFcxSBxjEfSmds_6jhbI_aAfURLi760Lhk6DCWB3oFskTFOKnaG0W9BqhxqZr8Y9XkGNL-mr0dZlWBFoAnVZ5mxpF=w408-h306-k-no,true,10 am–7 pm,Closed,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:48.702Z
https://www.google.com/maps/place/Action+Auto+Tire+Pros/data=!4m7!3m6!1s0x87528a688938c19b:0x9a50943dad3f2fba!8m2!3d40.6873705!4d-111.8774401!16s%2Fg%2F1tf75_d3!19sChIJm8E4iWiKUocRui8_rT2UUJo,Action Auto Tire Pros,4.7,403,Tire shop,,"497 E 3900 S, Salt Lake City, UT 84107, United States","M4PF+W2 Salt Lake City, Utah, USA",https://www.actionautoserviceandtire.com/,+1 801-268-1359,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz8WeLYm3FqC5YePNYMZsKj6n3uep6SCeQoeUHb70Ff2MgHuYtr4JZjoeuAwaXUtBlcFunyptwZ8_qO8o99xOH5-_-pZNwtuYWzgc5XzOcdq1JIF-_a_QN9oQNBzW1kxDiyRI4Ca41il00o=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Murray+Salt+Lake+City+UT/@40.6668916,-111.8879909,14z",2026-01-10T23:05:53.595Z
https://www.google.com/maps/place/Envision+Electric/data=!4m7!3m6!1s0x874dbd206817e6bd:0x979098703d7a7cd1!8m2!3d40.9049092!4d-111.8950545!16s%2Fg%2F1260xxhbx!19sChIJveYXaCC9TYcR0Xx6PXCYkJc,Envision Electric,4.5,25,Electrician,,"1464 N 600 W, West Bountiful, UT 84087, United States","W433+XX West Bountiful, Utah, USA",http://envisionelectric.pro/,+1 801-509-1314,Open · Closes 8 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YnEfKC7DDvGg8sLLupcurQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=94.34285&pitch=0&thumbfov=100,false,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:10.166Z
https://www.google.com/maps/place/Craig%27s+Services/data=!4m7!3m6!1s0x8752f82149b9ad99:0x1ebe5b9717f37e5!8m2!3d40.8929561!4d-111.8860724!16s%2Fg%2F1tcys9kv!19sChIJma25SSH4UocR5Td_cbnl6wE,Craig's Services,4.8,406,Air conditioning contractor,,"315 N 200 W, Bountiful, UT 84010, United States","V4V7+5H Bountiful, Utah, USA",https://craigsservices.com/?utm_campaign=CRA_BRAND_GBP_BOUNTIFUL&utm_source=google&utm_medium=gmb&utm_content=bountiful,+1 385-446-2031,Closed · Opens 8 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPeX2JOiqH92N0xxa1Blt9bhz8qRszAZ1YBq_rm=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:15.240Z
https://www.google.com/maps/place/Salmon+Electrical+Contractors/data=!4m7!3m6!1s0x8752f75e334e6dc7:0xb5df62cdee281c6!8m2!3d40.8781419!4d-111.9292618!16s%2Fg%2F1tg5vjmq!19sChIJx21OM173UocRxoHi3iz2XQs,Salmon Electrical Contractors,4.8,96,Contractor,,"1778 W 1180 S, Woods Cross, UT 84087, United States","V3HC+77 Woods Cross, Utah, USA",http://www.salmonelectric.com/,+1 801-292-3444,Closed · Opens 7:30 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwaiS7FbmG84x9rvHluYVdRU7TZQZ4RfxM9LrOfKlnh-jDxeW0v-d7rFCmwxUMVT0U_JbsQqvhZj7i44ixGd74U1ULnGBDbIMvWvMJYcPTuGQAK9oaHosmGsL0jJxSAzZSZI_lEAsyv-F2x=w408-h271-k-no,false,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:20.146Z
https://www.google.com/maps/place/Wizard%27s+Automotive+%26+RV/data=!4m7!3m6!1s0x875263f8f748ae49:0xa6ee3dcb83808d3b!8m2!3d40.8815257!4d-111.893919!16s%2Fg%2F11qkt3q430!19sChIJSa5I9_hjUocRO42Ag8s97qY,Wizard's Automotive & RV,4.7,108,Auto repair shop,,"560 800 S, Bountiful, UT 84010, United States","V4J4+JC Bountiful, Utah, USA",https://www.thewizardgroup.com/,+1 801-994-6826,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipP1HYKX4wegDRMX0Upy9KT_pBMU4GyXjnsU-vsa=w408-h271-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:25.088Z
https://www.google.com/maps/place/Croft+Sales+%26+Service/data=!4m7!3m6!1s0x8752f79bac93b839:0x2867440ff5af67c1!8m2!3d40.8751298!4d-111.8931908!16s%2Fg%2F1w0p631g!19sChIJObiTrJv3UocRwWev9Q9EZyg,Croft Sales & Service,4.7,273,Lawn mower store,· In-store pick-up · Delivery,"530 W 1500 S, Woods Cross, UT 84087, United States","V4G4+3P Woods Cross, Utah, USA",http://www.croftnow.com/,+1 801-295-4141,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzDbaQcUkieXVjDsuco_NZhlnoiosEC_Zmv1ebvMzdT1ZbMhpYVIvS4ICwd6GoHY2c2MdN2EFXOj0T7fF4UhtlmOXxMxQZDFzCYh692zaiiDWkunWyg_2mhhQ1Q2h4a3h2iJn3BFQ=w533-h240-k-no,true,9 am–3 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:30.078Z
https://www.google.com/maps/place/Mighty+Fleet+Services/data=!4m7!3m6!1s0x8752f94babf52f0f:0x31cfcbccd926c62e!8m2!3d40.8845796!4d-111.9127052!16s%2Fg%2F11tm_db5s8!19sChIJDy_1q0v5UocRLsYm2czLzzE,Mighty Fleet Services,4.8,209,Truck repair shop,,"1116 W 500 S #5, West Bountiful, UT 84087, United States","V3MP+RW West Bountiful, Utah, USA",http://www.mightyfleetservices.com/,+1 801-388-7233,,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz1xd2LElGB8xch1YNdS74jxGiJW2_x4zUngtkWeLdtPc7OhEhIIRPai2DXYQLRCe_usyyPI1Gq_SrrWbLEGlAwE12VtgnNjMCZgEGSUqeg75McJkfF11g1t92CM-3EIRPT7Gbd=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:35.413Z
https://www.google.com/maps/place/Call+Climate+Services/data=!4m7!3m6!1s0x8752f8478f05659b:0x5a6a09bd9a2a2a6c!8m2!3d40.907655!4d-111.8903!16s%2Fg%2F1tl0xtxq!19sChIJm2UFj0f4UocRbCoqmr0Jalo,Call Climate Services,5.0,446,HVAC contractor,,"905 S Frontage Rd, Centerville, UT 84014, United States","W455+3V Centerville, Utah, USA",http://callclimate.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Centerville-UT,+1 801-797-2308,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNha5rxIo_ycFzCHIL-lk7kib3JATHMXrwQ-1je=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:40.725Z
https://www.google.com/maps/place/Express+Home+Services/data=!4m7!3m6!1s0x8752f8392559f771:0x1b60a21e9afd816a!8m2!3d40.8672687!4d-111.8788919!16s%2Fg%2F1tmxrhnf!19sChIJcfdZJTn4UocRaoH9mh6iYBs,Express Home Services,4.7,783,Air conditioning contractor,,"2124 Orchard Dr, Bountiful, UT 84010, United States","V48C+WC Bountiful, Utah, USA",http://www.callexpress.com/,+1 801-294-2757,Open 24 hours,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNhrkFVmYHbY4SF5dI4o9vmTOlp3vVmiZQLWFPQ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:45.739Z
https://www.google.com/maps/place/Shupe+Electric+Inc/data=!4m7!3m6!1s0x8752f851e78b5dff:0xface55f5d491a073!8m2!3d40.8924559!4d-111.8861654!16s%2Fg%2F1thp8ghm!19sChIJ_12L51H4UocRc6CR1PVVzvo,Shupe Electric Inc,4.4,17,Electrician,,"299 N 200 W, Bountiful, UT 84010, United States","V4R7+XG Bountiful, Utah, USA",http://shupecompanies.com/electric/,+1 801-295-4672,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM7SvKXYyCMNfyUWrBbMsXuHg-eT-4RDXqgR93I=w408-h306-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:50.769Z
https://www.google.com/maps/place/Green+Power+Energy+Solutions/data=!4m7!3m6!1s0x8752f94255c5dbff:0xaea8ea20ab4bba48!8m2!3d40.9141328!4d-111.8962713!16s%2Fg%2F11vzdv8x05!19sChIJ_9vFVUL5UocRSLpLqyDqqK4,Green Power Energy Solutions,5.0,13,Solar energy company,,"2222 N 640 W, West Bountiful, UT 84087, United States","W473+MF West Bountiful, Utah, USA",https://www.greenpowerutah.com/,+1 801-633-8448,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipM0fHPH7u8ejNr7NyzAY2vXS0HM-ULEFeyy6Q17=w408-h306-k-no,true,"12–7 am, 9 am–4 pm",Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–12 am,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:06:55.821Z
https://www.google.com/maps/place/Action+Alternator+%26+Starter+Inc./data=!4m7!3m6!1s0x8752f82f79b4ec35:0xf4cce9f3e6b546b1!8m2!3d40.894886!4d-111.8930892!16s%2Fg%2F1v_nc_5c!19sChIJNey0eS_4UocRsUa15vPpzPQ,Action Alternator & Starter Inc.,4.7,68,Auto repair shop,,"485 N 500 W, Bountiful, UT 84010, United States","V4V4+XQ Bountiful, Utah, USA",http://www.actionalternatorandstarter.com/,+1 801-292-1270,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzqNe-uBPSkhWSMbp57pFNKIQfe-yGDVSlLmOUmERjk-5ElOy_ucX851ZFEZE7yB7my9NjkJwfrvoRdfbSM67znOMyy0QmNE5j9Cbj2RmkD7cQJTohxotAGSjEk81fFjQSnzmsZVg=w408-h306-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:00.706Z
https://www.google.com/maps/place/Duncan+Electric+Supply+Co/data=!4m7!3m6!1s0x8752f77df3ac13e5:0x8ea69f73861d7ce9!8m2!3d40.8829916!4d-111.9129225!16s%2Fg%2F1tfstc1g!19sChIJ5ROs8333UocR6XwdhnOfpo4,Duncan Electric Supply Co,4.7,24,Electrical supply store,· Delivery,"580 S 1100 W, West Bountiful, UT 84087, United States","V3MP+5R West Bountiful, Utah, USA",http://duncanelectricsupply.com/,+1 801-295-5548,"Closed · Opens 7 am Mon

Updated by others 4 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy-ObMtV7wdIsRP_dZbS77GQS1aHZe_xrHNj8zUO-Cb0ckm3CmrI4fgyNBrmcy35Ve3w3XPrKFVxWknDeDPb7AdPJRnIrX_YeeXaH6rL7rUmRZVfFfbiohsBWlAfsK2mRfdgAle=w426-h240-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:05.687Z
https://www.google.com/maps/place/Larsen+Electric/data=!4m7!3m6!1s0x8752f86a21edcb29:0x476e68b28dc48a2f!8m2!3d40.9143312!4d-111.879258!16s%2Fg%2F1tctm894!19sChIJKcvtIWr4UocRL4rEjbJobkc,Larsen Electric,3.8,10,Electrician,,"304 S Main St, Centerville, UT 84014, United States","W47C+P7 Centerville, Utah, USA",https://larsenelectricut.hibuwebsites.com/,+1 385-486-4113,"Closed · Opens 8 am Mon

Confirmed by this business 3 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipMKGW9zrMOHHVCDbIW49YM3tursbc1h3cfHhRoK=w426-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:10.562Z
https://www.google.com/maps/place/Myriad+Electrical+Contractors/data=!4m7!3m6!1s0x8c98085e7c4c78ab:0xec329f14f6ace9da!8m2!3d39.1429876!4d-98.9076305!16s%2Fg%2F11kq534216!19sChIJq3hMfF4ImIwR2ums9hSfMuw,Myriad Electrical Contractors,5.0,1,Electrician,,,,http://www.myriadelectric.com/,+1 801-823-5289,Open · Closes 12 am,,https://lh3.googleusercontent.com/p/AF1QipMZDgPTEz_rho0jhRvxIRAe_yYh6CEL__c3PXTp=w408-h544-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:15.532Z
https://www.google.com/maps/place/Reliable+Electric/data=!4m7!3m6!1s0x8752f7a631fc4597:0xbc5b57b98f1a54d6!8m2!3d40.8893895!4d-111.880771!16s%2Fg%2F11h_4jl8r8!19sChIJl0X8Mab3UocR1lQaj7lXW7w,Reliable Electric,,,Electrician,,"Bountiful, UT 84010, United States","V4Q9+QM Bountiful, Utah, USA",,+1 385-243-5955,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y0DYPcSX6Rx1mCySWtYkww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.19473&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:18.461Z
https://www.google.com/maps/place/Young+Honda+Powerhouse/data=!4m7!3m6!1s0x87528ac387d92503:0x20044892ea692f24!8m2!3d40.9124809!4d-111.8901617!16s%2Fg%2F1vjdqjzp!19sChIJAyXZh8OKUocRJC9p6pJIBCA,Young Honda Powerhouse,4.5,683,Motor vehicle dealer,· In-store shopping · Delivery,"461 S Frontage Rd, Centerville, UT 84014, United States","W465+XW Centerville, Utah, USA",https://www.younghondapowerhouse.com/?utm_source=GBP+&utm_medium=organic&utm_campaign=gbp-website,+1 801-298-8081,"Open · Closes 7 pm

Updated by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyR8kvdXnkCc8fWCCOr5_hkYHSbsnzZrIG0Nj0VwV-56IonjrSul_bFCYEcBBS939ZZ_1qT_LO_Rm80tyKd4xixuFwnuzXZ67hFYyvV9jiVmh1Zi4-7emchReZvDqMRiUm77OrIQXQtz_46=w408-h306-k-no,true,9 am–7 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:23.294Z
"https://www.google.com/maps/place/Sunset+Electric+%26+Security/@40.8746894,-111.850054,13z/data=!3m1!4b1!4m6!3m5!1s0x875258003af98867:0x1e7071af635c8d0f!8m2!3d40.8746894!4d-111.850054!16s%2Fg%2F11cn9l84xs",Sunset Electric & Security,4.8,19,Electrician,,,,,+1 801-860-4850,Closed · Opens 12 am Mon,,,true,Closed,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:30.065Z
https://www.google.com/maps/place/Tech+Connect+-+UPS+Repair+and+Maintenance/data=!4m7!3m6!1s0x8752f78ab338a2dd:0x5e1fde440c2e2ca2!8m2!3d40.923628!4d-111.897865!16s%2Fg%2F1tggt_n2!19sChIJ3aI4s4r3UocRoiwuDETeH14,Tech Connect - UPS Repair and Maintenance,5.0,28,Electrical equipment supplier,,"597 N 1250 W #1, Centerville, UT 84014, United States","W4F2+FV Centerville, Utah, USA",http://www.techconnectpower.com/,+1 801-298-9087,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzum1z21GbYGaS9EIKBqLCbe5n8gp-3k2ZMM8CBwcyN1Ilo3eI2eDYl-NVDgesYONuan-9nKeBt5LaZx6rwG_bVB2m3TJK2CZiXFEwmW6eg9r1w2mbG_GIm-H1_0F7JolnIpCxjVQ=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:34.956Z
https://www.google.com/maps/place/Northern+Power+Equipment+LLC/data=!4m7!3m6!1s0x8752f8f85fc3298f:0x6fa9624ff3f06f65!8m2!3d40.9236753!4d-111.8955647!16s%2Fg%2F1tf71dtz!19sChIJjynDX_j4UocRZW_w809iqW8,Northern Power Equipment LLC,4.4,7,Electrical equipment supplier,,"1168 W 500 N #100, Centerville, UT 84014, United States","W4F3+FQ Centerville, Utah, USA",http://northernpower.net/,+1 801-298-0380,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMtDYur-WId0ipiv0lqXA4Tpy0zWVIhDZFLjz4Z=w482-h240-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Bountiful+Salt+Lake+City+UT/@40.8893895,-111.880771,14z",2026-01-10T23:07:40.213Z
