placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,monday,tuesday,wednesday,thursday,friday,saturday,sunday,info,isBlackOwned,error
"https://www.google.com/maps/place/Dr.+Sam+A.+Gastro,+MD/data=!4m7!3m6!1s0x8094678c320ab485:0xd6a0d19f899ca11!8m2!3d36.8082541!4d-119.7975251!16s%2Fg%2F1td60zp8!19sChIJhbQKMoxnlIAREcqZ-BkNag0","Dr. Sam A. Gastro, MD",,,Psychiatrist,"333 W Shaw Ave, Fresno, CA 93704, United States","R652+8X Fresno, California, USA",,+1 559-221-6864,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rr57u9Hbrj79deuzBebqsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.88255&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:09.955Z,,,,,,,,,,
"https://www.google.com/maps/place/Saoda+Shuara,+MD+-+Psychiatrist+%7C+Mindpath+Health/data=!4m7!3m6!1s0x809443936a1e78b7:0xd295f0ce3ab58397!8m2!3d36.8516082!4d-119.782819!16s%2Fg%2F11ykjsf2_h!19sChIJt3geapNDlIARl4O1Os7wldI","Saoda Shuara, MD - Psychiatrist | Mindpath Health",,,Psychiatrist,"7780 N Fresno St Suite 105, Fresno, CA 93720, United States","V628+JV Fresno, California, USA",https://www.mindpath.com/clinicians/saoda-shuara-md/?pk_source=gmb&pk_medium=organic,+1 559-490-2067,"Closed · Opens 8 am Tue

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNyfEFpZn-_xMfhZNz1VhWDRIp76DO5mKVF1EmY=w408-h365-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:14.846Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Dr.+Jan+L.+Munson,+MD/data=!4m7!3m6!1s0x80945d0cdb3c4d23:0x75629c637435520b!8m2!3d36.8102672!4d-119.7642736!16s%2Fg%2F1td_5f4r!19sChIJI0082wxdlIARC1I1dGOcYnU","Dr. Jan L. Munson, MD",,,Psychiatrist,"1322 E Shaw Ave Ste 410, Fresno, CA 93710, United States","R66P+47 Fresno, California, USA",http://www.housepsychiatricclinic.com/,+1 559-226-1316,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nslSVCi9ON8o_mn7M3fFEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.822527&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:17.908Z,,,,,,,,,,
https://www.google.com/maps/place/Chang+Beverly+A+MD/data=!4m7!3m6!1s0x80945e1be69e0205:0xf4c0ed055b01f2f5!8m2!3d36.7436004!4d-119.7822595!16s%2Fg%2F1hc2l4891!19sChIJBQKe5htelIAR9fIBWwXtwPQ,Chang Beverly A MD,,,Psychiatrist,"155 N Fresno St, Fresno, CA 93701, United States","P6V9+C3 Fresno, California, USA",,+1 559-499-6400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X0uI-1qygrEcUUbQfO72CQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=295.41098&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:20.497Z,,,,,,,,,,
https://www.google.com/maps/place/Beena+Nair/data=!4m7!3m6!1s0x80945d7135e987fb:0x9ce46cb6b30bbfc5!8m2!3d36.8047594!4d-119.7730856!16s%2Fg%2F11k3xrwqk7!19sChIJ-4fpNXFdlIARxb8Ls7Zs5Jw,Beena Nair,,,Psychiatrist,"4785 N First St, Fresno, CA 93726, United States","R63G+WQ Fresno, California, USA",,+1 559-448-4500,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QElKVteFJUEJVoG6pMbcvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.862616&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:23.351Z,,,,,,,,,,
https://www.google.com/maps/place/Charles+Oestreicher/data=!4m7!3m6!1s0x80945d725d15b307:0x1a4707bf0bb86734!8m2!3d36.8091485!4d-119.769284!16s%2Fg%2F11tn9l071c!19sChIJB7MVXXJdlIARNGe4C78HRxo,Charles Oestreicher,,,Psychiatrist,"1130 E Shaw Ave # 105, Fresno, CA 93710, United States","R65J+M7 Fresno, California, USA",,+1 559-227-2739,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-t18pNV8BShP3kHXdrUeiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.43233&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:26.298Z,,,,,,,,,,
"https://www.google.com/maps/place/Karen+Jauregui,+LMFT/data=!4m7!3m6!1s0x8094fb11ff683b95:0x70e0ec561d6caf8b!8m2!3d36.6112422!4d-119.5252479!16s%2Fg%2F11w4j_c6fk!19sChIJlTto_xH7lIARi69sHVbs4HA","Karen Jauregui, LMFT",,,Mental health service,"548 Fresno St, Parlier, CA 93648, United States","JF6F+FW Parlier, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vesZ-b9-19pe0EIDMO3ttg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=186.46141&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:29.081Z,,,,,,,,,,
https://www.google.com/maps/place/Olga+Armie+Victa/data=!4m7!3m6!1s0x80945d7135e987fb:0x8ee926b6adb5f840!8m2!3d36.8047594!4d-119.7730856!16s%2Fg%2F11tg6hwgbp!19sChIJ-4fpNXFdlIARQPi1rbYm6Y4,Olga Armie Victa,,,Psychiatrist,"4785 N First St, Fresno, CA 937260513, United States","R63G+WQ Fresno, California, USA",https://mydoctor.kaiserpermanente.org/ncal/providers/olgaarmievicta,+1 559-448-4555,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QElKVteFJUEJVoG6pMbcvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.862616&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:31.917Z,,,,,,,,,,
https://www.google.com/maps/place/Gedzior+Joanna+S+MD/data=!4m7!3m6!1s0x80945df1e0a858c7:0xd156406b3f807732!8m2!3d36.7725443!4d-119.7777088!16s%2Fg%2F1hc47kklh!19sChIJx1io4PFdlIARMneAP2tAVtE,Gedzior Joanna S MD,,,Psychiatrist,"2615 E Clinton Ave, Fresno, CA 93703, United States","Q6FC+2W Fresno, California, USA",http://www.fresno.va.gov/,+1 559-225-6100,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5qeNqSopeg92RC6nqHxPAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.643065&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:34.509Z,,,,,,,,,,
"https://www.google.com/maps/place/Priyanka+Priyanka,+MD+-+Psychiatrist+%7C+Mindpath+Health/data=!4m7!3m6!1s0x8094432eb5c0d7eb:0x82028e2e62e24119!8m2!3d36.8516082!4d-119.782819!16s%2Fg%2F11xz1nzwm3!19sChIJ69fAtS5DlIARGUHiYi6OAoI","Priyanka Priyanka, MD - Psychiatrist | Mindpath Health",,,Psychiatrist,"7780 N Fresno St Suite 105, Fresno, CA 93720, United States","V628+JV Fresno, California, USA",https://www.mindpath.com/clinicians/priyanka-md/,+1 559-490-2067,"Closed · Opens 8 am Tue

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMQJIrmuvWH3IBYvrrXF2N9XFEXY68VsucxZujE=w408-h408-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:36:58.643Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Risley+Dawn+M+Do/data=!4m7!3m6!1s0x80945d64e1432427:0xe558493031b9fa08!8m2!3d36.8088022!4d-119.7805357!16s%2Fg%2F1tvm301m!19sChIJJyRD4WRdlIARCPq5MTBJWOU,Risley Dawn M Do,,,Psychiatrist,"438 E Shaw Ave, Fresno, CA 93710, United States","R659+GQ Fresno, California, USA",,+1 559-229-3016,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gnjVh7M9HqNYu08QG4lWGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=347.90375&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:01.311Z,,,,,,,,,,
https://www.google.com/maps/place/Inspire+Health+Medical+Group+-+Psychiatry/data=!4m7!3m6!1s0x80945e1db74dd1a1:0x5ce0457ecd8d76ec!8m2!3d36.744766!4d-119.784423!16s%2Fg%2F1w9y1bnc!19sChIJodFNtx1elIAR7HaNzX5F4Fw,Inspire Health Medical Group - Psychiatry,3.2,19,Medical office,"2210 E Illinois Ave #401, Fresno, CA 93701, United States","P6V8+W6 Fresno, California, USA",https://www.inspirehealth.org/medical-practice-locations/inspire-health-medical-group-psychiatry/?utm_source=GMBSocialClimb&utm_medium=IHMGPsych,+1 559-320-0580,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipN0fh-NyAZgtzeUEtDyKRx13G9TZZisQFWrxzWb=w426-h240-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:11.385Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
"https://www.google.com/maps/place/Kiran+Haynes+Therapy/@37.2695055,-119.306607,6z/data=!3m1!4b1!4m6!3m5!1s0x80dd31226dbee821:0x3ccb51fbc81eb21a!8m2!3d37.2695056!4d-119.306607!16s%2Fg%2F11s5v3phpl",Kiran Haynes Therapy,,,Mental health service,,,http://khaynestherapy.com/,+1 562-502-7007,Closes soon · 7 pm · Opens 9 am Tue,,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:18.060Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,9 am–2 pm,Closed,LGBTQ+ friendly,,
"https://www.google.com/maps/place/House+Mary+M+MD/@36.809012,-119.7643979,17z/data=!3m1!4b1!4m6!3m5!1s0x80945d0cdb3c4d23:0xd682c703fa6a1163!8m2!3d36.809012!4d-119.7643979!16s%2Fg%2F1hjhf7q39",House Mary M MD,,,Psychiatrist,"1322 Shaw Ave # 410, Fresno, CA 93710, United States","R65P+J6 Fresno, California, USA",http://www.housepsychiatricclinic.com/,+1 559-226-1316,,,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:22.744Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Sugnaykumar+P.+Patel,+MD/data=!4m7!3m6!1s0x80945d7133d452f9:0xad8e5c196633f82e!8m2!3d36.8048095!4d-119.773027!16s%2Fg%2F1tf6s0_p!19sChIJ-VLUM3FdlIARLvgzZhlcjq0","Dr. Sugnaykumar P. Patel, MD",,,Psychiatrist,"4785 N First St, Fresno, CA 93726, United States","R63G+WQ Fresno, California, USA",https://healthy.kaiserpermanente.org/,+1 559-448-4620,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QElKVteFJUEJVoG6pMbcvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.33372&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:25.760Z,,,,,,,,,,
https://www.google.com/maps/place/Abdelmonim+Md+Affany/data=!4m7!3m6!1s0x80945d7135e987fb:0xe493fd7cac43a937!8m2!3d36.8047594!4d-119.7730856!16s%2Fg%2F11tn6lfc5l!19sChIJ-4fpNXFdlIARN6lDrHz9k-Q,Abdelmonim Md Affany,,,Psychiatrist,"4785 N First St, Fresno, CA 93726, United States","R63G+WQ Fresno, California, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QElKVteFJUEJVoG6pMbcvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.862616&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Sanger+Fresno+CA/@36.708006,-119.5559652,14z",2025-12-16T02:37:28.498Z,,,,,,,,,,
"https://www.google.com/maps/place/Horacio+Renteria,+LMFT/data=!4m7!3m6!1s0x8094e391567a925d:0x2c7cb4ac4ed804f6!8m2!3d36.6001358!4d-119.4543681!16s%2Fg%2F11rqkjhkls!19sChIJXZJ6VpHjlIAR9gTYTqy0fCw","Horacio Renteria, LMFT",5.0,2,Mental health clinic,"740 G St, Reedley, CA 93654, United States","JG2W+37 Reedley, California, USA",,+1 559-318-7123,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipMUafNkxXBQ_wwha8bNzT_1UetyNPVmrMfXCPxV=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:37:49.216Z,"8–10 am, 6–9 pm","8–10 am, 6–9 pm",8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,LGBTQ+ friendly,,
https://www.google.com/maps/place/Turning+Point+of+Central+Ca/data=!4m7!3m6!1s0x8094e2dcd2d3fdc3:0xbdef73cb3030aef7!8m2!3d36.5992253!4d-119.4470652!16s%2Fg%2F1tc_wvly!19sChIJw_3T0tzilIAR964wMMtz770,Turning Point of Central Ca,3.0,2,Mental health clinic,"1311 11th St, Reedley, CA 93654, United States","HHX3+M5 Reedley, California, USA",http://tpocc.org/,+1 559-638-8588,Closed · Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx94vRnObL4ou2LvzRrP1VHGy3KI_xsYMhw4TmhfM70sUu_aNOQd7t70qjpisq125cC-1U7zv3I4LkLGBBPOpqpOdtEt8KfBfPDxOoRDPY00GtKTzQa6ZIPhrxZ45g2y6xQ3XghkQuucsq9=w408-h596-k-no,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:37:53.994Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Dr.+Nancy+Doi/data=!4m7!3m6!1s0x8094e2c3a06f5179:0x2a631d5d63eed93a!8m2!3d36.5956989!4d-119.4497858!16s%2Fg%2F11qgb7ppcj!19sChIJeVFvoMPilIAROtnuY10dYyo,Dr. Nancy Doi,5.0,1,Psychologist,"1158 G St #110, Reedley, CA 93654, United States","HHW2+73 Reedley, California, USA",https://doctors.adventisthealth.org/provider/nancy-n-doi/1339178,+1 559-305-4334,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zDljssDYMWb61qHnY6zKAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=41.437656&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:37:56.799Z,,,,,,,,,,
https://www.google.com/maps/place/New+Leaf+Family+Therapy/data=!4m7!3m6!1s0x8094e3f5485d81a7:0xd5c6592a833a2064!8m2!3d36.6003369!4d-119.4546021!16s%2Fg%2F11vq_56ymb!19sChIJp4FdSPXjlIARZCA6gypZxtU,New Leaf Family Therapy,,,Mental health clinic,"704 G St suite g, Reedley, CA 93654, United States","JG2W+45 Reedley, California, USA",https://www.newleaffamilytherapy.org/,+1 559-318-7123,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNfOlcUWIuDfwcWuesKNROSLYLMOycOEqJ8w0p7=w408-h306-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:01.584Z,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–4 pm,Closed,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Reedley+Wellness+Center/data=!4m7!3m6!1s0x8094e2da95cd1e87:0xdd8aa7fdc7b350f!8m2!3d36.5997297!4d-119.4541282!16s%2Fg%2F119v0lp76!19sChIJhx7NldrilIARDzV73H-q2A0,Reedley Wellness Center,3.5,13,Doctor,"750 G St #1, Reedley, CA 93654, United States","HGXW+V8 Reedley, California, USA",,+1 559-637-9818,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bC7C_KhJJxaLZEnW4OvIxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.05974&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:04.488Z,,,,,,,,,,
"https://www.google.com/maps/place/Hope+and+Wellness+Family+Therapy,+Inc./data=!4m7!3m6!1s0x8094e3d38ee780e9:0xf920751fd83be271!8m2!3d36.5970572!4d-119.4519967!16s%2Fg%2F11xnv1vx0h!19sChIJ6YDnjtPjlIARceI72B91IPk","Hope and Wellness Family Therapy, Inc.",,,Counselor,"1011 G St, Reedley, CA 93654, United States","HGWX+R6 Reedley, California, USA",https://member.psychologytoday.com/us/home,+1 559-426-5399,Closed · Opens 8:30 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6VOGe9ojHyBq6bjJb1EBNw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.47263&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:09.394Z,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,Closed,,,
https://www.google.com/maps/place/Adventist+Health+Reedley/data=!4m7!3m6!1s0x8094e2cd9567723b:0x2d984e11f80ec319!8m2!3d36.6083032!4d-119.4520566!16s%2Fg%2F1thl5p4r!19sChIJO3Jnlc3ilIARGcMO-BFOmC0,Adventist Health Reedley,4.2,1001,Hospital,"372 W Cypress Ave, Reedley, CA 93654, United States","JG5X+85 Reedley, California, USA",https://www.adventisthealth.org/reedley/,+1 559-638-8155,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNJFECSr-jLrOWil3H3jylNAEZyP_eiNr9n-u9o=w408-h247-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:14.483Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Omni+Family+Health+%7C+Manning+Avenue+Health+Center/data=!4m7!3m6!1s0x8094e2ba5bf4a9a7:0xed1dda6759e0e72c!8m2!3d36.604824!4d-119.4327774!16s%2Fg%2F11hdcgn340!19sChIJp6n0W7rilIARLOfgWWfaHe0,Omni Family Health | Manning Avenue Health Center,4.0,119,Family practice physician,"1530 Manning Ave, Reedley, CA 93654, United States","JH38+WV Reedley, California, USA",http://omnifamilyhealth.org/,+1 866-707-6664,,https://lh3.googleusercontent.com/p/AF1QipP_2Rdx0M1hF-wNwjNTpdbNbnCZxWbEMGqPvvou=w408-h272-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:19.448Z,,,,,,,,,,
https://www.google.com/maps/place/United+Health+Centers+-+Reedley/data=!4m7!3m6!1s0x8094e2bb006b67dd:0x8a0d8d20867dceb7!8m2!3d36.6043417!4d-119.43051!16s%2Fg%2F1ts_6vyh!19sChIJ3WdrALvilIARt859hiCNDYo,United Health Centers - Reedley,3.0,67,Medical Center,"1790 Manning Ave, Reedley, CA 93654, United States","JH39+PQ Reedley, California, USA",https://www.unitedhealthcenters.org/reedley-manning,+1 800-492-4227,Open · Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipPRSm3FgO3SI7RxWBqppKIg3WAp-2WYMlEk7aaR=w408-h263-k-no,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:24.334Z,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,8:30 am–9 pm,9 am–5:30 pm,Closed,,,
"https://www.google.com/maps/place/Adventist+Health,+Reedley/data=!4m7!3m6!1s0x8094e2946c6d4011:0x87c29d97bff9ae97!8m2!3d36.5918703!4d-119.4373298!16s%2Fg%2F11ckpy00pb!19sChIJEUBtbJTilIARl675v5edwoc","Adventist Health, Reedley",3.9,15,Pediatrician,"1150 E Washington Ave, Reedley, CA 93654, United States","HHR7+P3 Reedley, California, USA",,,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3hH-0hAweGlf4Z7VgzCf-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=9.469832&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:29.390Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/Adventist+Health+Medical+Office+-+Reedley+Cypress/data=!4m7!3m6!1s0x8094e384633bf3f1:0xa18d84700322cf98!8m2!3d36.6083681!4d-119.4518471!16s%2Fg%2F11n61wc2hq!19sChIJ8fM7Y4TjlIARmM8iA3CEjaE,Adventist Health Medical Office - Reedley Cypress,4.6,89,Family practice physician,"372 W Cypress Ave, Reedley, CA 93654, United States","JG5X+87 Reedley, California, USA",https://adventisthealth.org/locations/detail/adventist-health-medical-office-reedley-cypress/,+1 559-391-3110,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t_AsgI9DAWgzzCslYUcrnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=340.18103&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:34.590Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,,,
https://www.google.com/maps/place/CMP+Reedley+North/data=!4m7!3m6!1s0x8094e3d0404ca48f:0xdcc01a7a61c8b185!8m2!3d36.6098839!4d-119.4512582!16s%2Fg%2F11y3s6329x!19sChIJj6RMQNDjlIARhbHIYXoawNw,CMP Reedley North,,,Family practice physician,"326 W Carob Ave, Reedley, CA 93654, United States","JG5X+XF Reedley, California, USA",https://www.cmpmedical.com/reedley-north,+1 559-638-2600,Closed · Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_-wHstoD27vInDPeQhWGqg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.11037&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:39.316Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,,,
"https://www.google.com/maps/place/Dr.+Pedro+Eva,+MD/data=!4m7!3m6!1s0x80951e7221e7b6b3:0x1f530219a1eb600a!8m2!3d36.5404271!4d-119.3894398!16s%2Fg%2F1vp740f1!19sChIJs7bnIXIelYARCmDroRkCUx8","Dr. Pedro Eva, MD",5.0,1,Psychiatrist,"144 S L St, Dinuba, CA 93618, United States","GJR6+56 Dinuba, California, USA",,+1 808-372-6698,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=A4Nf6f-y97e-7m7iLFgfvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.66682&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:41.914Z,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Michael+B.+Wilson,+MD/data=!4m7!3m6!1s0x80951e7bbec956ab:0x85cb226d463ddf30!8m2!3d36.545968!4d-119.3797916!16s%2Fg%2F1vcl3_rb!19sChIJq1bJvnselYARMN89Rm0iy4U","Dr. Michael B. Wilson, MD",5.0,2,Psychiatrist,"1451 E El Monte Way, Dinuba, CA 93618, United States","GJWC+93 Dinuba, California, USA",http://www.adventisthealth.org/,+1 559-591-3342,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PPeuVbkJ3UzlKTCPOpeMNQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=3.6061335&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:44.974Z,,,,,,,,,,
https://www.google.com/maps/place/Reedley+Wellness+Center:+Peters+Jacob+K+MD/data=!4m7!3m6!1s0x8094e2da942c7005:0x353031b6b18b6e4d!8m2!3d36.5997396!4d-119.4541464!16s%2Fg%2F1v3h_6vm!19sChIJBXAslNrilIARTW6LsbYxMDU,Reedley Wellness Center: Peters Jacob K MD,3.1,29,Family practice physician,"750 G St #1, Reedley, CA 93654, United States","HGXW+V8 Reedley, California, USA",https://rymaps.xyz/business/reedley-wellness-center-peters-jacob-k-md-l92fa8,+1 559-637-9818,Closed · Opens 9 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bC7C_KhJJxaLZEnW4OvIxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.289173&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Psychiatry+clinics+in+Reedley+Fresno+CA/@36.5963395,-119.4504029,14z",2025-12-16T02:38:49.860Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,Closed,,,
