placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,sunday,monday,tuesday,wednesday,thursday,friday,saturday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Peaceful+Minds+Treatment+Center/data=!4m7!3m6!1s0x89e7c1966106d38f:0x20d6561e7c08fd90!8m2!3d41.549369!4d-73.0659577!16s%2Fg%2F11m6k97x3k!19sChIJj9MGYZbB54kRkP0IfB5W1iA,Peaceful Minds Treatment Center,5.0,2,Medical clinic,"1389 W Main St STE 122, Waterbury, CT 06708, United States","GWXM+PJ Waterbury, Connecticut, USA",https://www.pmtreatmentcenter.com/,+1 475-689-3381,"Closed ⋅ Opens 7:30 am Tue

Updated by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7uR31doDNclxzv-RPtN0eg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.11986&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:25.144Z,,Closed,Closed,7:30 am–4:30 pm,7:30 am–1:30 pm,7:30 am–4:30 pm,Closed,Closed,,,
https://www.google.com/maps/place/CT+Renaissance+-+McAuliffe+Center+for+Co-Occurring+Disorders/data=!4m7!3m6!1s0x89e7c10c9f1977bb:0x6b6d95c7a4e9b2bb!8m2!3d41.5590479!4d-73.0431454!16s%2Fg%2F11rv1kh_9v!19sChIJu3cZnwzB54kRu7LppMeVbWs,CT Renaissance - McAuliffe Center for Co-Occurring Disorders,3.0,2,Mental health service,"70 Central Ave, Waterbury, CT 06702, United States","HX54+JP Waterbury, Connecticut, USA",http://www.ctrenaissance.org/,+1 203-346-1931,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BRTeCo6g5g4nH3JpDm5S4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=110.33563&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:29.982Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Naugatuck+Engineering+Department/data=!4m7!3m6!1s0x89e7c25b2767ba23:0xfe4104fc772d949f!8m2!3d41.4906305!4d-73.054837!16s%2Fg%2F1vgqf3f5!19sChIJI7pnJ1vC54kRn5Qtd_wEQf4,Naugatuck Engineering Department,,,City government office,"229 Church St, Naugatuck, CT 06770, United States","FWRW+73 Naugatuck, Connecticut, USA",http://www.naugatuck-ct.gov/content/113/123/125/349/default.aspx,+1 203-720-7006,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8zQwicyjhC_NwRJINze8ag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.86003&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:33.020Z,,,,,,,,,,,
https://www.google.com/maps/place/Genesis+Medica+of+Wolcott/data=!4m7!3m6!1s0x89e7c7907166f32b:0xad51edfd09f498e5!8m2!3d41.5538496!4d-72.9751799!16s%2Fg%2F11gfkq5ryw!19sChIJK_NmcZDH54kR5Zj0Cf3tUa0,Genesis Medica of Wolcott,4.4,37,Medical clinic,"1327 Meriden Rd, Wolcott, CT 06716, United States","H23F+GW Wolcott, Connecticut, USA",http://www.genesismedica.com/,+1 475-224-6766,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOQlvSz2y1krie1DZZglE83ZZH8YpKuDurtP0vQ=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:37.849Z,,Closed,Closed,8 am–6 pm,9 am–1 pm,9 am–4 pm,9 am–4 pm,9 am–12 pm,,,
https://www.google.com/maps/place/CT+Renaissance+-+Waterbury+Outpatient+Services/data=!4m7!3m6!1s0x89e7c1ced0d5c203:0xb049c11bcb569821!8m2!3d41.5565939!4d-73.0142!16s%2Fg%2F11h6y9pc0d!19sChIJA8LV0M7B54kRIZhWyxvBSbA,CT Renaissance - Waterbury Outpatient Services,4.0,1,Mental health service,"525 Wolcott St, Waterbury, CT 06705, United States","HX4P+J8 Waterbury, Connecticut, USA",https://ctrenaissance.org/,+1 203-568-6190,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GzXa_ufegxFHvLwSTduQaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=307.4703&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:42.593Z,,Closed,8 am–8 pm,8 am–8 pm,8 am–4 pm,8 am–8 pm,8 am–4 pm,Closed,,,
https://www.google.com/maps/place/InHouse+Medical+LLC/data=!4m7!3m6!1s0x89e7c164df2ddbab:0xb20aef1fee5eac5b!8m2!3d41.5497969!4d-73.0581408!16s%2Fg%2F11w3xmy6jn!19sChIJq9st32TB54kRW6xe7h_vCrI,InHouse Medical LLC,5.0,46,Medical clinic,"276 Highland Ave, Waterbury, CT 06708, United States","GWXR+WP Waterbury, Connecticut, USA",https://www.inhousemedicine.com/,+1 203-518-5232,Closed ⋅ Opens 3 pm Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TG0QZOiwyciyHl4TRzSIjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.74028&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:47.484Z,,Closed,3–6:30 pm,3–6:30 pm,3–6:30 pm,3–5 pm,3–5 pm,Closed,,,
"https://www.google.com/maps/place/Dr.+Regina+O.+Hillsman,+MD/data=!4m7!3m6!1s0x89e7c30e12959ecb:0xd3c36d695f1d2a22!8m2!3d41.4678072!4d-73.0232324!16s%2Fg%2F1tcvvw_9!19sChIJy56VEg7D54kRIiodX2ltw9M","Dr. Regina O. Hillsman, MD",3.8,8,Orthopedic surgeon,"2 Pomperaug Office Pk Suite 308, Naugatuck, CT 06770, United States","FX9G+4P Naugatuck, Connecticut, USA",,+1 203-586-1181,Closed ⋅ Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nc-BD-9MjAzGqAZWFUEYXg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=38.978104&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:52.342Z,Identifies as veteran-owned,Closed,Closed,Closed,9 am–5 am,9 am–5 pm,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/Corebella+Health/data=!4m7!3m6!1s0x89e7c04ac504f023:0xeeff74ff5ad458db!8m2!3d41.546291!4d-73.0557644!16s%2Fg%2F1tkjm6wb!19sChIJI_AExUrA54kR21jUWv90_-4,Corebella Health,4.8,120,Medical office,"417 Highland Ave # 2, Waterbury, CT 06708, United States","GWWV+GM Waterbury, Connecticut, USA",https://corebellahealth.com/,+1 203-757-9336,,https://lh3.googleusercontent.com/p/AF1QipN4WCDr-aUHknkL7kJxeN_Ob7MHO0L8SbqNdNXo=w424-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:58:57.707Z,LGBTQ+ friendly,Closed,1–4 pm,1–4 pm,1–4 pm,1–4 pm,9 am–12 pm,Closed,,,
https://www.google.com/maps/place/Driggs+School+Based+Health+Center/data=!4m7!3m6!1s0x89e7c0565b9df0ad:0x1f0fa5f6f6cd2ed5!8m2!3d41.5639338!4d-73.0428688!16s%2Fg%2F1thx9ngr!19sChIJrfCdW1bA54kR1S7N9valDx8,Driggs School Based Health Center,5.0,1,Community health center,"77 Woodlawn Terrace, Waterbury, CT 06710, United States","HX74+HV Waterbury, Connecticut, USA",http://www.staywellhealth.org/,+1 203-596-9503,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CJZYPUtZadZ61kKF99l29w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.47366&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:00.337Z,,,,,,,,,,,
"https://www.google.com/maps/place/Naugatuck+Valley+Ear,+Nose+and+Throat+Associates+LLC/@41.5611348,-73.0625851,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7c04ac504f023:0x8129e2ba63ed2537!8m2!3d41.5611348!4d-73.0625851!16s%2Fg%2F1tdh4x9d","Naugatuck Valley Ear, Nose and Throat Associates LLC",4.1,100,Otolaryngology clinic,"171 Grandview Ave #201, Waterbury, CT 06708, United States","HW6P+FX Waterbury, Connecticut, USA",http://www.naugatuckvalleyent.com/,+1 203-578-4630,Closed ⋅ Opens 8:30 am Mon,,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:07.159Z,,Closed,8:30 am–5 pm,8:30 am–4 pm,8:30 am–4 pm,7:30 am–4 pm,8:30 am–3 pm,Closed,,,
https://www.google.com/maps/place/Metro+Vein+Centers+%7C+Waterbury/data=!4m7!3m6!1s0x89e7c11803b7dd6d:0x31c8d4136417bf26!8m2!3d41.5493775!4d-73.0659574!16s%2Fg%2F11y6kt17mv!19sChIJbd23AxjB54kRJr8XZBPUyDE,Metro Vein Centers | Waterbury,5.0,56,Vascular surgeon,"1389 W Main St Unit 120, Tower Two, Waterbury, CT 06708, United States","GWXM+QJ Waterbury, Connecticut, USA",https://www.metroveincenters.com/locations/connecticut-waterbury?utm_source=google&utm_medium=Yext,+1 475-255-3890,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPBUhILJSCJ0rprXpRvpG0TZLV-otGzqohKOtbz=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:12.171Z,,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,,,
https://www.google.com/maps/place/East+Main+Internal+Medicine/data=!4m7!3m6!1s0x89e7c124e2c46c23:0x76a7683270ca0f35!8m2!3d41.5442148!4d-73.0089043!16s%2Fg%2F11bx1lv3sz!19sChIJI2zE4iTB54kRNQ_KcDJop3Y,East Main Internal Medicine,4.9,201,Family practice physician,"1981 E Main St 2nd Floor, Waterbury, CT 06705, United States","GXVR+MC Waterbury, Connecticut, USA",https://www.trinityhealthofne.org/location/east-main-internal-medicine,+1 203-709-5520,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrhDeCgcYOWFTnHOE3kqIo48Z3kc7_jbiCNtgNmH7LrhiWdd3D4dd1RqzCMGaSk3MjVfE3axt1wEI7uOjUaNjpjVUeBWkStAouVz9QWMoewrWGIeALQhdro0YjQhuA2s3QUkMt4=w408-h543-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:17.029Z,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
"https://www.google.com/maps/place/WCT+Behavioral+Health+%26+Medication+Management/@41.541122,-72.9893772,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7c6d2425a26eb:0xce71364a0677e774!8m2!3d41.541122!4d-72.9893772!16s%2Fg%2F11kc8mtqhg",WCT Behavioral Health & Medication Management,3.0,28,Mental health clinic,"211 Schraffts Dr, Waterbury, CT 06705, United States","G2R6+C6 Waterbury, Connecticut, USA",https://wctbehavioral.com/contact-us/,+1 203-518-8218,Closed ⋅ Opens 8:30 am Mon,,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:24.383Z,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
"https://www.google.com/maps/place/Ct+Center-Advanced+Vein+Therapy/@41.5519495,-73.0950513,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7ea76e92afee5:0x475261a7bceedcf8!8m2!3d41.5519495!4d-73.0950513!16s%2Fg%2F1v9gwhjq",Ct Center-Advanced Vein Therapy,,,Medical clinic,"1579 Straits Turnpike, Middlebury, CT 06762, United States","HW23+QX Middlebury, Connecticut, USA",http://www.varicoseveinsct.com/,+1 203-758-1980,,,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:28.945Z,,,,,,,,,,,
"https://www.google.com/maps/place/Arthritis+Center+of+Connecticut/@41.5493659,-73.0652389,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7c1c7bc4302c9:0x2e4c180591670f4f!8m2!3d41.5493659!4d-73.0652389!16s%2Fg%2F1tcym1t5",Arthritis Center of Connecticut,1.0,2,Medical clinic,"1389 W Main St, Waterbury, CT 06708, United States","GWXM+PW Waterbury, Connecticut, USA",http://www.arthritiscenter.com/,+1 203-755-5555,,,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:33.942Z,,,,,,,,,,,
https://www.google.com/maps/place/D%27vine+Medical+Spa/data=!4m7!3m6!1s0x89e7ea19d18df299:0x174466e9f5c82db5!8m2!3d41.5381062!4d-73.1080847!16s%2Fg%2F1ydpv9nst!19sChIJmfKN0Rnq54kRtS3I9elmRBc,D'vine Medical Spa,4.8,60,Medical spa,"590 Middlebury Rd, Middlebury, CT 06762, United States","GVQR+6Q Middlebury, Connecticut, USA",https://dvinemedspa.com/,+1 203-528-4718,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPPtGT1_-3WxXz6lWgA77iXhHfGub93GEiy7vg7=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:38.933Z,LGBTQ+ friendly,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–1 pm,,,
"https://www.google.com/maps/place/Wellmore+%7C+Drug+%26+Alcohol+Treatment,+Mental+Health+and+Primary+Care+Services/data=!4m7!3m6!1s0x89e7c102307aa525:0x7106815849d7b3c3!8m2!3d41.5541096!4d-73.0339126!16s%2Fg%2F1tdf2d0h!19sChIJJaV6MALB54kRw7PXSViBBnE","Wellmore | Drug & Alcohol Treatment, Mental Health and Primary Care Services",3.4,12,Mental health service,"402 E Main St, Waterbury, CT 06702, United States","HX38+JC Waterbury, Connecticut, USA",https://www.wellmore.org/adult-programs,+1 203-755-1143,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-suwryH65PUsPGqJRJ0ZVQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=213.0476&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:44.239Z,LGBTQ+ friendly,Closed,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Invisions+of+Connecticut/data=!4m7!3m6!1s0x89e7ea76e92afee5:0x7efa454aacb31ed8!8m2!3d41.5519073!4d-73.0950009!16s%2Fg%2F1tdn53tg!19sChIJ5f4q6Xbq54kR2B6zrEpF-n4,Invisions of Connecticut,4.5,44,Hair replacement service,"1579 Straits Turnpike STE 1D, Middlebury, CT 06762, United States","HW23+QX Middlebury, Connecticut, USA",https://invisionshair.com/,+1 203-598-3599,Closed ⋅ Opens 11 am Mon,https://lh3.googleusercontent.com/p/AF1QipOrYaT34uoiYbh89oPo4qkMPc354TaCq6D3z-x_=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:49.080Z,LGBTQ+ friendly,Closed,11 am–8 pm,11 am–7 pm,10 am–6 pm,9 am–5 pm,Closed,9 am–3 pm,,,
https://www.google.com/maps/place/Access+Rehab+Center/data=!4m7!3m6!1s0x89e7c1b52de29bab:0x2dbf090fea735d2!8m2!3d41.5594812!4d-73.0594651!16s%2Fg%2F1ptwvwb3n!19sChIJq5viLbXB54kR0jWn_pDw2wI,Access Rehab Center,4.2,5,Physical therapy clinic,"64 Robbins St, Waterbury, CT 06708, United States","HW5R+Q6 Waterbury, Connecticut, USA",http://www.accessrehabcenters.com/,+1 203-573-6041,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ocBTawokznrMwR1LUyorFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=262.15378&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:51.822Z,,,,,,,,,,,
"https://www.google.com/maps/place/A+Peaceful+Mind+Counseling,+LLC/data=!4m7!3m6!1s0x89e7c1aa9617844f:0x183418eeedb8b30e!8m2!3d41.5276696!4d-73.039848!16s%2Fg%2F11pb_1z42r!19sChIJT4QXlqrB54kRDrO47e4YNBg","A Peaceful Mind Counseling, LLC",4.9,32,Mental health service,"2095 S Main St, Waterbury, CT 06706, United States","GXH6+33 Waterbury, Connecticut, USA",https://www.apeacefulmindcounseling.com/,+1 475-281-8176,"Closed ⋅ Opens 9 am Mon

Updated by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNB-VW68eUhcQqcTgHEWZV1-ziiMP_jig_mQp6X=w408-h532-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-28T23:59:56.954Z,LGBTQ+ friendly,Closed,9 am–5 pm,9 am–4 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,true,,
"https://www.google.com/maps/place/Connecticut+Counseling+Centers,+Inc./@41.5784563,-73.0596704,17z/data=!3m1!4b1!4m6!3m5!1s0x89e7c15e13ed84cb:0xfd9f7e7e762bc772!8m2!3d41.5784563!4d-73.0596704!16s%2Fg%2F11fk1h2kd_","Connecticut Counseling Centers, Inc.",3.6,7,Addiction treatment center,"50 Brookside Rd, Waterbury, CT 06708, United States","HWHR+94 Waterbury, Connecticut, USA",http://www.ctcounseling.org/,+1 203-568-7474,Closed ⋅ Opens 5:30 am Mon,,false,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:03.727Z,,Closed,5:30 am–8 pm,5:30 am–8 pm,5:30 am–8 pm,5:30 am–8 pm,5:30 am–8 pm,6 am–12 pm,,,
https://www.google.com/maps/place/Interventional+Spine+%26+Sports+Medicine/data=!4m7!3m6!1s0x89e7ea7718135f3f:0x3464c8a5517f8c92!8m2!3d41.5542096!4d-73.093625!16s%2Fg%2F1vfp97c2!19sChIJP18TGHfq54kRkox_UaXIZDQ,Interventional Spine & Sports Medicine,4.9,582,Sports medicine clinic,"1579 Straits Turnpike, Middlebury, CT 06762, United States","HW34+MG Middlebury, Connecticut, USA",http://www.ctspinedoc.com/,+1 203-598-7246,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OlIuc0PuBeiaDKUi1K1E5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.25937&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:09.100Z,,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Above+and+Beyond+Community+Services/data=!4m7!3m6!1s0x89e7c24512e582b7:0x9f4677417f717ea7!8m2!3d41.5491593!4d-73.065655!16s%2Fg%2F11g9tbhms0!19sChIJt4LlEkXC54kRp35xf0F3Rp8,Above and Beyond Community Services,4.4,24,Mental health service,"1389 W Main St Suite 302, Waterbury, CT 06708, United States","GWXM+MP Waterbury, Connecticut, USA",https://www.myabcservices.com/,+1 203-723-7777,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMHvJY1MPjK8LojZkVTayk2b065blrw9SpKyrRM=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:14.026Z,LGBTQ+ friendly,Closed,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,Closed,true,,
https://www.google.com/maps/place/Skintique+Medi+Spa/data=!4m7!3m6!1s0x89e7ea7dbd2b2b29:0xd0b7e30f55c63c41!8m2!3d41.5642067!4d-73.0961539!16s%2Fg%2F11bxjqvgg6!19sChIJKSsrvX3q54kRQTzGVQ_jt9A,Skintique Medi Spa,5.0,11,Skin care clinic,"2030 Straits Turnpike # 3, Middlebury, CT 06762, United States","HW73+MG Middlebury, Connecticut, USA",,+1 203-206-6946,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr0o_-JmF6TsfUChjPYLBG3QXK-YYvSupxRixeJle6P_RgQs2ZOJFA9PPVuDQxSrnMNquJzEaTFBpbL8w3h9SoFC2Q1ciMdo6kEz2_nuVHre_BffKBNJs4nLbRFdIEU2xdhU6Y=w408-h408-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:19.083Z,,Closed,9 am–5 pm,9 am–5 pm,9 am–7 pm,9 am–7 pm,9 am–5 pm,9 am–1 pm,,,
https://www.google.com/maps/place/Waterbury+Hospital/data=!4m7!3m6!1s0x89e7c04b36736ccf:0x13b15082e7557532!8m2!3d41.5594469!4d-73.0592966!16s%2Fg%2F1tdygnpr!19sChIJz2xzNkvA54kRMnVV54JQsRM,Waterbury Hospital,3.8,3280,Hospital,"64 Robbins St, Waterbury, CT 06708, United States","HW5R+Q7 Waterbury, Connecticut, USA",http://www.waterburyhospital.org/,+1 203-573-6000,,https://lh3.googleusercontent.com/p/AF1QipPp5E-cTyT8Bfc0h0ncn8xWN-Ymnbl99eallVNe=w427-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:24.083Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Thoracic+Park+Alternative/data=!4m7!3m6!1s0x89e7c6a8411a25af:0x6f92a24f5f19cbca!8m2!3d41.5125328!4d-72.983538!16s%2Fg%2F1tf82mst!19sChIJryUaQajG54kRyssZX0-ikm8,Thoracic Park Alternative,5.0,8,Chiropractor,"60 Waterbury Rd, Prospect, CT 06712, United States","G278+2H Prospect, Connecticut, USA",http://www.mythoracicpark.com/,+1 203-758-7250,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wn3zvDQPOGQWaoiWeCqYHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=66.95845&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:29.112Z,,Closed,9 am–6 pm,Closed,9 am–6 pm,Closed,9 am–5 pm,Closed,,,
https://www.google.com/maps/place/VirtualWalkinCenter/data=!4m7!3m6!1s0x89e7c199e027d1c9:0xbe9cf72ffd726379!8m2!3d41.500727!4d-72.757507!16s%2Fg%2F11qr9p3373!19sChIJydEn4JnB54kReWNy_S_3nL4,VirtualWalkinCenter,5.0,1,Medical group,,,http://www.virtualwalkincenter.com/,+1 203-721-6500,,https://lh3.googleusercontent.com/p/AF1QipOE6U7cLuy7dU1Npok3LWhsmfSTzL1b2oZgiZPC=w640-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:33.927Z,LGBTQ+ friendly,,,,,,,,,,
"https://www.google.com/maps/place/NOSS;+Neurosurgery,+Orthopaedics+%26+Spine+Specialists,+PC/data=!4m7!3m6!1s0x89e7c1c769116965:0x193ab5f6d2d2a41d!8m2!3d41.5479087!4d-73.0649414!16s%2Fg%2F11f0wh53hq!19sChIJZWkRacfB54kRHaTS0va1Ohk","NOSS; Neurosurgery, Orthopaedics & Spine Specialists, PC",4.7,520,Surgical center,"500 Chase Pkwy, Waterbury, CT 06708, United States","GWXP+52 Waterbury, Connecticut, USA",http://nossmd.com/,+1 203-755-6677,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOE4FGHD-iIp9ABHkypB6w_FMRBUbpWP9wdWo6a=w408-h255-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:39.249Z,,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–12 pm,Closed,,,
https://www.google.com/maps/place/Wellmore+%7C+Home+Based+Child+%26+Adolescent+Behavioral+Health+Services+%7C+IICAPS/data=!4m7!3m6!1s0x89e7c1cf95460149:0xb183043d3b17a70f!8m2!3d41.534292!4d-73.0853282!16s%2Fg%2F11jtw630c4!19sChIJSQFGlc_B54kRD6cXOz0Eg7E,Wellmore | Home Based Child & Adolescent Behavioral Health Services | IICAPS,4.9,45,Mental health service,"900 Straits Turnpike Suite 207, Middlebury, CT 06762, United States","GWM7+PV Middlebury, Connecticut, USA",https://www.wellmore.org/homebasedservices,+1 203-575-0466,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AuywkwpIoi853t4wU2-kow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=127.49365&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:44.064Z,LGBTQ+ friendly,Closed,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–8 pm,8:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Lotus+Flower+Acupuncture/data=!4m7!3m6!1s0x89e7f9c8ef2b9b45:0xcc146c5318653266!8m2!3d41.4673761!4d-73.0210597!16s%2Fg%2F1tnqj0bf!19sChIJRZsr78j554kRZjJlGFNsFMw,Lotus Flower Acupuncture,5.0,3,Acupuncturist,"1221 New Haven Rd, Naugatuck, CT 06770, United States","FX8H+XH Naugatuck, Connecticut, USA",,+1 203-546-7117,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipM8jWrU2o55H-tk4H-bO51A4zWaFVg23pE3qdfs=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Naugatuck+CT/@41.485921,-73.0506972,14z",2025-09-29T00:00:49.193Z,,,,,,,,,,,
