placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/Huntsville+Hospital+Medical+Mall/data=!4m7!3m6!1s0x88626ca5e803629f:0xb507db834ba695e4!8m2!3d34.7215696!4d-86.5916406!16s%2Fg%2F1wj_6rz9!19sChIJn2ID6KVsYogR5JWmS4PbB7U,Huntsville Hospital Medical Mall,3.4,132,Medical Center,"1963 Memorial Pkwy SW Suite 5, Huntsville, AL 35801, United States","PCC5+J8 Huntsville, Alabama, USA",https://www.huntsvillehospital.org/locations,+1 256-265-1000,Closed ⋅ Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipMqe1ffYqDBr9BfoVBZxRkt5IIRE4m8_i7guG87=w408-h305-k-no,true,7:30 am–7 pm,6 am–7:30 pm,6 am–7:30 pm,6 am–7:30 pm,6 am–7:30 pm,6 am–7:30 pm,7 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:02.817Z,,,,
https://www.google.com/maps/place/Huntsville+Hospital+Clinic+for+Breast+Care/data=!4m7!3m6!1s0x88626cac9e5152c3:0x8a9e9ea3ff6624a!8m2!3d34.7215534!4d-86.574515!16s%2Fg%2F11c524f8cs!19sChIJw1JRnqxsYogRSmL2P-rpqQg,Huntsville Hospital Clinic for Breast Care,5.0,6,Specialized clinic,"910 Adams St SE #130, Huntsville, AL 35801, United States","PCCG+J5 Huntsville, Alabama, USA",https://www.huntsvillehospital.org/clinic-for-breast-care,+1 256-265-4560,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Avv9ln9GyC5X1BxTfrc5JA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=235.65192&pitch=0&thumbfov=100,true,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",8 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:07.850Z,,,,
https://www.google.com/maps/place/Nesin+Pelvic+Health/data=!4m7!3m6!1s0x88626d970f2aef97:0xfd476fdf39c01a43!8m2!3d34.7253227!4d-86.5859985!16s%2Fg%2F11p5x7ylgy!19sChIJl-8qD5dtYogRQxrAOd9vR_0,Nesin Pelvic Health,4.9,38,Physical therapy clinic,"303 Williams Ave SW Suite 128, Huntsville, AL 35801, United States","PCG7+4J Huntsville, Alabama, USA",https://nesinpelvichealth.com/,+1 256-513-8442,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipN6PU4WjClkxHRwOOBTJvfozU2gSW0_yD50FGEU=w408-h272-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–3:30 pm,7 am–5 pm,7 am–3:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:12.741Z,,,,
https://www.google.com/maps/place/Therapy+Achievements/data=!4m7!3m6!1s0x88626cca2f9bdbdd:0xfec7f1138f539706!8m2!3d34.7021535!4d-86.5849419!16s%2Fg%2F11b7l7vchs!19sChIJ3dubL8psYogRBpdTjxPxx_4,Therapy Achievements,4.6,83,Physical therapy clinic,"802 Shoney Dr SW A, Huntsville, AL 35801, United States","PC28+V2 Huntsville, Alabama, USA",http://www.therapy-a.com/,+1 256-509-4398,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOjXccvba6tJzWkOoTu9QQhWuTf_EbBKIkQoqWh=w426-h240-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:17.754Z,,Identifies as women-owned,,
https://www.google.com/maps/place/QC+Addiction+to+Wellness/data=!4m7!3m6!1s0x886213bde60174c7:0xa0619023ebc38565!8m2!3d34.7191611!4d-86.5756781!16s%2Fg%2F11g2ypgv6s!19sChIJx3QB5r0TYogRZYXD6yOQYaA,QC Addiction to Wellness,,,Addiction treatment center,"2006 Franklin St SE #110, Huntsville, AL 35801, United States","PC9F+MP Huntsville, Alabama, USA",,+1 256-533-1268,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rmL7yYkKba1J_5TZTVRMeQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=18.793514&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–12 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:22.537Z,,,,
https://www.google.com/maps/place/UAB+Medicine+Huntsville/data=!4m7!3m6!1s0x88626cac5e5817cf:0xe5e169b2637d5783!8m2!3d34.7194875!4d-86.5835655!16s%2Fg%2F1tj33w5q!19sChIJzxdYXqxsYogRg1d9Y7Jp4eU,UAB Medicine Huntsville,3.2,250,Medical clinic,"301 Governors Dr SW, Huntsville, AL 35801, United States","PC98+QH Huntsville, Alabama, USA",https://huntsville.uabmedicine.org/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,+1 256-536-5511,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNIeL0-FO222uH_3J3_t6b8Gzh-l4C4Yvjzs0og=w408-h303-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:27.691Z,,,,
"https://www.google.com/maps/place/PhysioWorks,+Sports+and+Wellness,+Inc/data=!4m7!3m6!1s0x88626c960d0fc7c7:0xf623e5fd94268f63!8m2!3d34.7103342!4d-86.5965594!16s%2Fg%2F11b76dlck5!19sChIJx8cPDZZsYogRY48mlP3lI_Y","PhysioWorks, Sports and Wellness, Inc",5.0,63,Physical therapist,"2809 Newby Rd SW Building 5, Suite 114, Huntsville, AL 35805, United States","PC63+49 Huntsville, Alabama, USA",https://www.physioworkshsv.com/,+1 256-529-7395,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPa7Fhkhr6z52QmUQUTvZ0AFEMXTBfQiS-Vjkz4=w408-h305-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:32.604Z,,,,
https://www.google.com/maps/place/Clinic+For+Colon+%26+Rectal+Surgery/data=!4m7!3m6!1s0x88626caa858f4921:0xe68337ddbda955b!8m2!3d34.7253371!4d-86.5833666!16s%2Fg%2F1vc82jwr!19sChIJIUmPhapsYogRW5Xa230zaA4,Clinic For Colon & Rectal Surgery,3.0,50,Medical clinic,"115 Manning Dr SW # D101, Huntsville, AL 35801, United States","PCG8+4M Huntsville, Alabama, USA",http://www.ccrshsv.com/,+1 256-533-6070,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noP716q9xjOHDOMs6-pjMHx85vYhnw6Or1oxhexYgllom9jHtFzC8wGG0rHim1kcRO085cmZvW4ug06K3W6Xl9Qmx_9I-mR_UScIqbOtNYJgVj0sxpEITi2gUCELw-K0p0efS1K=w408-h306-k-no,false,Closed,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:37.590Z,,,,
https://www.google.com/maps/place/VIPcare+Huntsville+-+University/data=!4m7!3m6!1s0x88626b41a0f3fd63:0xa96f612effd8b388!8m2!3d34.735442!4d-86.6297983!16s%2Fg%2F11v5bb4ctw!19sChIJY_3zoEFrYogRiLPY_y5hb6k,VIPcare Huntsville - University,5.0,66,Medical clinic,"4012 University Dr NW, Huntsville, AL 35816, United States","P9PC+53 Huntsville, Alabama, USA",https://getvipcare.com/our-locations/huntsville-university?utm_source=GMB&utm_medium=Organic+GMB+Page&utm_campaign=huntsville-university,+1 938-333-8638,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPzJpMH-PTrq4k9pTvVpqfaQTiCPXKj8iXNEfVD=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:42.377Z,,,,
https://www.google.com/maps/place/Cupping+Massage+for+Pain+Relief+%26+Recovery/data=!4m7!3m6!1s0x88626cc60fb8c641:0x26158f93f1364fa0!8m2!3d34.699553!4d-86.591269!16s%2Fg%2F11hbmt3tk_!19sChIJQca4D8ZsYogRoE828ZOPFSY,Cupping Massage for Pain Relief & Recovery,5.0,2,Naturopathic practitioner,"3077 Leeman Ferry Rd SW a15, Huntsville, AL 35801, United States","MCX5+RF Huntsville, Alabama, USA",http://www.montesanoacu.com/,+1 256-701-3286,Closes soon ⋅ 8 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNCK3w44GSvdwXGBUGYcdIHehkNWa5_ZtcjkYBG=w408-h679-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:47.296Z,,,,
https://www.google.com/maps/place/Rehabilitation+%26+Neurological+Services/data=!4m7!3m6!1s0x88626c91b87956e9:0xecb6e06154ada812!8m2!3d34.7123031!4d-86.6095149!16s%2Fg%2F1tgx2rpw!19sChIJ6VZ5uJFsYogREqitVGHgtuw,Rehabilitation & Neurological Services,3.2,24,Physical therapy clinic,"2700 SW Triana Blvd, Huntsville, AL 35805, United States","P96R+W5 Huntsville, Alabama, USA",http://www.rehabneuro.us/,+1 256-885-9708,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7KXxrI7TdvlZBo7GpotTEQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=229.96115&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:52.376Z,,,,
https://www.google.com/maps/place/Blackwell+Medical+Tower/data=!4m7!3m6!1s0x88626cac9e56accb:0x3c38d8888be2eeb4!8m2!3d34.7207452!4d-86.5822138!16s%2Fg%2F11cmtb3ghj!19sChIJy6xWnqxsYogRtO7ii4jYODw,Blackwell Medical Tower,4.0,34,Medical Center,"201 Sivley Rd SW, Huntsville, AL 35801, United States","PCC9+74 Huntsville, Alabama, USA",https://www.huntsvillehospital.org/locations,+1 256-265-1000,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZGFmHM5B2LVHeaDcpTzpjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.7561&pitch=0&thumbfov=100,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:54:57.377Z,,,,
"https://www.google.com/maps/place/M+Solana+Skincare,+LLC/data=!4m7!3m6!1s0x88626d934551db65:0x535feecd7fade68c!8m2!3d34.7130657!4d-86.6135209!16s%2Fg%2F11t9js54vz!19sChIJZdtRRZNtYogRjOatf83uX1M","M Solana Skincare, LLC",5.0,80,Skin care clinic,"3316 Long Ave SW, Huntsville, AL 35805, United States","P97P+6H Huntsville, Alabama, USA",https://www.msolanaskincare.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 256-361-9513,Closed ⋅ Opens 2 pm Tue,https://lh3.googleusercontent.com/p/AF1QipNOXe_tV3JDE4VpCLsW9frnWRp5RE2U4-F7GiTB=w408-h306-k-no,true,2–7 pm,Closed,2–8 pm,2–8 pm,2–8 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:02.413Z,,LGBTQ+ friendly,,true
https://www.google.com/maps/place/North+Alabama+Spine+%26+Rehab/data=!4m7!3m6!1s0x88626b6a714436dd:0x148c65add86d89d4!8m2!3d34.7428852!4d-86.6002829!16s%2Fg%2F11gcm5r0zw!19sChIJ3TZEcWprYogR1Ilt2K1ljBQ,North Alabama Spine & Rehab,5.0,443,Chiropractor,"1216 Memorial Pkwy NW, Huntsville, AL 35801, United States","P9VX+5V Huntsville, Alabama, USA",http://www.ihurtdoc.com/,+1 256-469-7740,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipNRF3eQezvqHIWUW8OujBL8eWYIxHqQvS1LpZZ_=w427-h240-k-no,true,Closed,"9 am–1 pm, 2–6 pm","9 am–1 pm, 2–6 pm","9 am–1 pm, 2–6 pm","9 am–1 pm, 2–6 pm",9 am–1 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:07.462Z,,,,
https://www.google.com/maps/place/FYZICAL+Therapy+%26+Balance+Centers/data=!4m7!3m6!1s0x886267f3fe19d36b:0xbe5f0102b4723db8!8m2!3d34.7073831!4d-86.5903616!16s%2Fg%2F11ghqcrbzr!19sChIJa9MZ_vNnYogRuD1ytAIBX74,FYZICAL Therapy & Balance Centers,4.8,34,Physical therapist,"2806 Memorial Pkwy SW STE E, Huntsville, AL 35801, United States","PC45+XV Huntsville, Alabama, USA",http://fyzical.com/madison,+1 256-319-6515,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nryYVIjIBCMshEt5_gEZTaxA3hbBBNFuUCItSBVpqsyqZrXF8vZHaQreghZFvFjbcfJb8lM7N6d3ZOuFJvg52-tMKu1fmvZx9DInh6Vkfbucd5eSnQ0acLGUGIgpRQDwP7eDqkK=w408-h544-k-no,true,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–3:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:12.294Z,,,,
https://www.google.com/maps/place/Creative+Scalp+Ink/data=!4m7!3m6!1s0x88626be9b275b83b:0x53148a4d911d55ea!8m2!3d34.7396638!4d-86.593937!16s%2Fg%2F11x2jqsb9v!19sChIJO7h1sulrYogR6lUdkU2KFFM,Creative Scalp Ink,5.0,6,Hair replacement service,"701 Pratt Ave NW STE 103, Huntsville, AL 35801, United States","PCQ4+VC Huntsville, Alabama, USA",https://www.creativescalpink.com/,+1 256-469-1668,Closed ⋅ Opens 9 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qb3wiAgOasFb2dJ0mbd-PA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.05377&pitch=0&thumbfov=100,false,Closed,9 am–4 pm,9 am–4 am,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:17.423Z,,,,
https://www.google.com/maps/place/Center+for+Colon+%26+Digestive+Disease/data=!4m7!3m6!1s0x886213532b8306f1:0x4001d5ae104d5084!8m2!3d34.7184469!4d-86.5802572!16s%2Fg%2F1v44fpz4!19sChIJ8QaDK1MTYogRhFBNEK7VAUA,Center for Colon & Digestive Disease,3.0,81,Medical clinic,"119 Longwood Dr SW, Huntsville, AL 35801, United States","PC99+9V Huntsville, Alabama, USA",http://www.hsvgi.com/,+1 256-533-6488,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9BzxoOGdWklRCDsSZcwBDA8j23LrVFV2RpmXu5DJtk38EUVnPTBvcFwEVBDSN4-SzIsOJflxrV2Wc0ulRJtIPJHcIgo9z4SHnXwndIthQJD54kw5pWSSxq8C3_UY4hVBRkreX=w421-h240-k-no,true,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:22.540Z,,,,
https://www.google.com/maps/place/Tennessee+Valley+Life+Center/data=!4m7!3m6!1s0x88626cac55d5cb3d:0x739be0e795e91535!8m2!3d34.7184682!4d-86.583097!16s%2Fg%2F1tcz9154!19sChIJPcvVVaxsYogRNRXplefgm3M,Tennessee Valley Life Center,3.6,16,Psychiatrist,"219 Longwood Dr SW, Huntsville, AL 35801, United States","PC98+9Q Huntsville, Alabama, USA",https://tennesseevalleylifecenter.com/,+1 256-265-6170,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jq7FIweJuC6jr0UMmHxfBA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=148.96857&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:27.386Z,,,,
https://www.google.com/maps/place/NAMI+-+Huntsville/data=!4m7!3m6!1s0x886214b471ab3c47:0x8a5ce966fa48ab95!8m2!3d34.7432514!4d-86.5772089!16s%2Fg%2F1thvhnz2!19sChIJRzyrcbQUYogRlatI-mbpXIo,NAMI - Huntsville,5.0,4,Non-profit organization,"701 Andrew Jackson Way NE suite a, Huntsville, AL 35801, United States","PCVF+84 Huntsville, Alabama, USA",https://www.namihuntsville.org/,+1 256-534-2628,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MZO4Giy-nJUKYBZOMNVdAA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=269.50577&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:30.146Z,,,,
https://www.google.com/maps/place/The+Tailored+Aesthetic/data=!4m7!3m6!1s0x88626d45040b9cb5:0x798a1e4ae29ee2ba!8m2!3d34.7091746!4d-86.5872733!16s%2Fg%2F11ryrdsrwv!19sChIJtZwLBEVtYogRuuKe4koeink,The Tailored Aesthetic,5.0,28,Skin care clinic,"809 Regal Dr SW, Huntsville, AL 35801, United States","PC57+M3 Huntsville, Alabama, USA",http://huntsvilleskin.com/,+1 256-384-5250,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cuunBhEOgPvYZ2aHOLl0gA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=124.09867&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:33.016Z,,Identifies as women-owned,,
"https://www.google.com/maps/place/Murthy+S.+Vuppala,+MD/data=!4m7!3m6!1s0x886213308a1857ff:0x3fc81923a647197d!8m2!3d34.7229703!4d-86.5798214!16s%2Fg%2F1ptvyktch!19sChIJ_1cYijATYogRfRlHpiMZyD8","Murthy S. Vuppala, MD",3.5,21,Pulmonologist,"725 Madison St SE, Huntsville, AL 35801, United States","PCFC+53 Huntsville, Alabama, USA",https://www.huntsvillehospital.org/huntsville-hospital-lung-center,+1 256-265-5864,"Closed ⋅ Opens 8 am Mon

Updated by this business 7 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CKIskklj5Xn6aIbHpmY70g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.305&pitch=0&thumbfov=100,true,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:37.953Z,,,,
https://www.google.com/maps/place/Family+Medicine+of+Huntsville/data=!4m7!3m6!1s0x88626cb124b90435:0xe46b185266556fc1!8m2!3d34.7101208!4d-86.5876625!16s%2Fg%2F1vhkl8dj!19sChIJNQS5JLFsYogRwW9VZlIYa-Q,Family Medicine of Huntsville,3.0,31,Medical clinic,"2410 Commerce Ct SW, Huntsville, AL 35801, United States","PC66+2W Huntsville, Alabama, USA",http://www.alternatives5.com/family-medicine-of-huntsville/,+1 256-539-7722,Closed ⋅ Opens 8:15 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JQUiLQ9eOaa_B6HX19EsYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=159.8503&pitch=0&thumbfov=100,false,Closed,8:15 am–4:30 pm,8:15 am–4:30 pm,8:15 am–4:30 pm,8:15 am–4:30 pm,8:15 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:42.780Z,,,,
https://www.google.com/maps/place/Alabama+Holistic+Health+LLC/data=!4m7!3m6!1s0x88621355009c0a91:0xb2f4afb19e2ae18d!8m2!3d34.724147!4d-86.5783121!16s%2Fg%2F11b80brdct!19sChIJkQqcAFUTYogRjeEqnrGv9LI,Alabama Holistic Health LLC,5.0,9,Health counselor,"204 Lowe Ave SE Bldg 2, Ste 5, Huntsville, AL 35801, United States","PCFC+MM Huntsville, Alabama, USA",http://www.alholistichealth.com/,+1 256-801-9162,Closed ⋅ Opens 1 pm Tue,https://lh3.googleusercontent.com/p/AF1QipM7wvg-LsjNBhlZa5A7n4L1ECXx7wlfMkavwZi0=w584-h240-k-no,true,Closed,Closed,1–6 pm,Closed,1–6 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:47.725Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Therapy+Achievements+at+CCI/data=!4m7!3m6!1s0x88626c7e1816f5bb:0x7f7d3a717e93bc5b!8m2!3d34.7231964!4d-86.6213733!16s%2Fg%2F11btxhsjbc!19sChIJu_UWGH5sYogRW7yTfnE6fX8,Therapy Achievements at CCI,,,Physical therapy clinic,"3601 CCI Dr NW #270, Huntsville, AL 35805, United States","P9FH+7F Huntsville, Alabama, USA",http://www.therapy-a.com/,+1 256-509-4398,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPZ0jKs15kQS6-Pxa_J4YxYgvlpZt25TinK1FzQ=w408-h469-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:52.571Z,,,,
https://www.google.com/maps/place/Huntsville+VA+Clinic/data=!4m7!3m6!1s0x88626cac681efa9d:0x839a4b3a04487814!8m2!3d34.7261367!4d-86.6201695!16s%2Fg%2F11bwl3qsg5!19sChIJnfoeaKxsYogRFHhIBDpLmoM,Huntsville VA Clinic,3.2,193,Medical clinic,"Butler Park, 500 Markaview Rd NW, Huntsville, AL 35805, United States","P9GH+FW Huntsville, Alabama, USA",http://www.birmingham.va.gov/locations/huntsville.asp,+1 256-533-8477,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqBnzzw8SMTi01cd4eQn-vY6LK59vYqmh4E1f86TXVOzMZc9j5R-YbbcsrPb33labrPFBTX6I0eoWtNJh7kCpEHWRQEMCdPnY6EfDc7Ij9pOdCCjDVQEVhoyIRCpTE-EoLGa3nw=w408-h306-k-no,false,Closed,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,8 am–12 pm,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:55:57.701Z,,,,
https://www.google.com/maps/place/Discovery+Advanced+Wound+Care+Center/data=!4m7!3m6!1s0x886215526a431359:0xcd5074a5e24e1274!8m2!3d34.7352576!4d-86.5912266!16s%2Fg%2F11t9ys0hhj!19sChIJWRNDalIVYogRdBJO4qV0UM0,Discovery Advanced Wound Care Center,,,Medical clinic,"415 Church St NW Suite 1&2, Huntsville, AL 35801, United States","PCP5+4G Huntsville, Alabama, USA",https://www.discoverymedcenter.com/wound-care/,+1 256-533-2900,Closed ⋅ Opens 8:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6R6xCrHcIrCDYeg7evrneg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.51201&pitch=0&thumbfov=100,true,Closed,"8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm","8:30 am–12:30 pm, 2–6 pm",Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:56:02.652Z,,,,
https://www.google.com/maps/place/HAPPI+Behavioral+Health/data=!4m7!3m6!1s0x88626b22535210d7:0x14c56e1716bd62d!8m2!3d34.7513105!4d-86.5988518!16s%2Fg%2F11g022cz7x!19sChIJ1xBSUyJrYogRLdZrceFWTAE,HAPPI Behavioral Health,4.0,161,Mental health clinic,"2007 N Memorial Pkwy Suite A1, Huntsville, AL 35810, United States","QC22+GF Huntsville, Alabama, USA",http://www.happihealth.org/,+1 256-519-3650,"Closed ⋅ Opens 8:30 am Mon

Updated by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP2DSozeMnX9q9nK0FtHic_xvdp1N81DUcc1UU9=w408-h306-k-no,true,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+New+Market+Huntsville+AL/@34.7295497,-86.5853155,14z",2025-09-29T00:56:07.494Z,,LGBTQ+ friendly,,
