placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes
https://www.google.com/maps/place/7Engines/data=!4m7!3m6!1s0x8811290b827f668f:0xc87ea7b72c5f0df4!8m2!3d41.8277201!4d-86.3469235!16s%2Fg%2F11jgr_qbcs!19sChIJj2Z_ggspEYgR9A1fLLenfsg,7Engines,4.6,1295,Cannabis store,"1101 E Front St, Buchanan, MI 49107, United States","RMH3+36 Buchanan, Michigan, USA",https://my7engines.com/,+1 269-695-2122,,true,https://lh3.googleusercontent.com/p/AF1QipNW0HrNjsxUgYXXDW-C0LnPJyn7e8W38fFwQF4f=w408-h271-k-no,true,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:52:47.052Z,LGBTQ+ friendly,· In-store shopping · Kerbside pickup
https://www.google.com/maps/place/Wild+Bill%27s+Tobacco/data=!4m7!3m6!1s0x8816d3586d6ccd4b:0x3baeeb598f31e000!8m2!3d41.77307!4d-86.25152!16s%2Fg%2F11g3xsgmtb!19sChIJS81sbVjTFogRAOAxj1nrrjs,Wild Bill's Tobacco,4.8,714,Tobacco shop,"2726 S 11th St, Niles, MI 49120, United States","QPFX+69 Niles, Michigan, USA",https://wildbillstobacco.com/locations/wild-bills-of-niles/,+1 269-262-4977,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerz1lL9OuruSfVEKD49mx8RWHR57D-AUWuqZS0V-4ArpGghXIzpOTGvXeFR5jij7U9jRuHmFyiXvUjbaM0-0zW0RII1CCbPcS6CSkKAqET4Q4hvd5n72HGghcL1ddrc2x5i2fjCDQ=w408-h256-k-no,true,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,10 am–6 pm,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:52:52.284Z,LGBTQ+ friendly,"Retailer with a large selection of cigarettes, cigars & other tobacco products, plus vapes. · In-store shopping · In-store pick-up"
https://www.google.com/maps/place/TK+Holistic+Wellness/data=!4m7!3m6!1s0xfc2b4878a0f4ef1:0xfa72c9130c2f408b!8m2!3d41.8337105!4d-87.731879!16s%2Fg%2F11xtqm8dj2!19sChIJ8U4Pioe0wg8Ri0AvDBPJcvo,TK Holistic Wellness,5.0,3,Personal trainer,,,https://www.tkholisticwellness.com/,+1 847-946-4319,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipOuBcokIBSsRBOwfaLalRaQ1CLZMLyT4VcfyKh0=w408-h395-k-no,true,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,6 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:52:57.028Z,,
https://www.google.com/maps/place/Pure+Motion+Chiropractic/data=!4m7!3m6!1s0x88112bb24a84e1d5:0xe965bc0fcd007f03!8m2!3d41.825727!4d-86.263465!16s%2Fg%2F11jybkp61r!19sChIJ1eGESrIrEYgRA38AzQ-8Zek,Pure Motion Chiropractic,4.8,9,Chiropractor,"109 S Lincoln Ave, Niles, MI 49120, United States","RPGP+7J Niles, Michigan, USA",http://puremotionmi.com/,+1 269-635-9290,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BCkvE-NI5d7oeYe_JJLrdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=107.64636&pitch=0&thumbfov=100,true,9 am–6 pm,3–7 pm,9 am–6 pm,3–7 pm,10 am–2 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:01.787Z,,
https://www.google.com/maps/place/Migraine+Away+and+More/data=!4m7!3m6!1s0x8816d52436956a7b:0x999b80f10aaadf06!8m2!3d41.8246674!4d-86.2434156!16s%2Fg%2F11c2p_yl6b!19sChIJe2qVNiTVFogRBt-qCvGAm5k,Migraine Away and More,,,Alternative medicine practitioner,"1340 E Main St, Niles, MI 49120, United States","RQF4+VJ Niles, Michigan, USA",https://www.marjeannescreations.com/,+1 810-798-7278,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KSAGddgjEdH5jDROopvMvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=192.49863&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:04.449Z,,
https://www.google.com/maps/place/Dr.+Meg+Mill+Functional+Medicine+Practitioner/data=!4m7!3m6!1s0x89cb454c85d969ed:0xc93713f9d6233359!8m2!3d40.6211975!4d-79.1541698!16s%2Fg%2F11qpstng64!19sChIJ7WnZhUxFy4kRWTMj1vkTN8k,Dr. Meg Mill Functional Medicine Practitioner,5.0,5,Alternative medicine practitioner,"725 Klondyke Ave, Indiana, PA 15701, United States","JRCW+F8 Indiana, Pennsylvania, USA",http://www.megmill.com/,,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPxQoFNzotM_3qa6-Om7l-5B2fdUZYnoEnzEF8h=w408-h594-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:09.326Z,Identifies as women-owned,
https://www.google.com/maps/place/Relish+Health+Functional+Medicine+Practice/data=!4m7!3m6!1s0x8814ac43149d4bab:0xf6199199d0037e7d!8m2!3d39.9626273!4d-86.129958!16s%2Fg%2F11c2qkp_ks!19sChIJq0udFEOsFIgRfX4D0JmRGfY,Relish Health Functional Medicine Practice,5.0,10,Alternative medicine practitioner,"188 W Carmel Dr, Carmel, IN 46032, United States","XV7C+32 Carmel, Indiana, USA",http://www.relishhealthmd.com/,+1 317-975-1011,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I--sQOfCMGO59Zlqsd2KnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.82915&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:12.382Z,,
https://www.google.com/maps/place/The+Functional+MDs/data=!4m7!3m6!1s0x8814ad4e887e8a91:0xfb4032d438561e00!8m2!3d39.9629195!4d-86.1236448!16s%2Fg%2F11y6nrsnq6!19sChIJkYp-iE6tFIgRAB5WONQyQPs,The Functional MDs,5.0,32,Medical clinic,"75 Executive Dr SUITE D, Carmel, IN 46032, United States","XV7G+5G Carmel, Indiana, USA",https://thefunctionalmds.com/,+1 855-659-7311,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO1WLcn_6p1dpX8MoWneE57zrM3giBxbKwoTe6R=w408-h271-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:17.191Z,,
"https://www.google.com/maps/place/Complete+Chiropractic/@41.8284339,-86.3068339,17z/data=!3m1!4b1!4m6!3m5!1s0x88112a512c3c75e3:0x937507cb8706333d!8m2!3d41.8284339!4d-86.3068339!16s%2Fg%2F1w96hbfl",Complete Chiropractic,5.0,9,Chiropractor,"2301 Niles Buchanan Rd, Niles, MI 49120, United States","RMHV+97 Niles, Michigan, USA",http://completechiropractic.com/,+1 269-683-0808,Open · Closes 6 pm,,,true,9 am–6 pm,11 am–6 pm,9 am–6 pm,10 am–6 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:24.059Z,,
"https://www.google.com/maps/place/LovingMyCurvesNow+Inc./@42.6379544,-86.817942,6z/data=!3m1!4b1!4m6!3m5!1s0x8816ccf96f99691d:0xd211c88f6e72fede!8m2!3d42.6379544!4d-86.817942!16s%2Fg%2F11xjs836x",LovingMyCurvesNow Inc.,1.0,1,Health consultant,,,http://lovingmycurvesnow.myitworks.com/,+1 574-339-0282,Open · Closes 10 pm,,,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,10 am–4 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:30.852Z,,
https://www.google.com/maps/place/Dr+Antonio+Ray+Gonzales+DC/data=!4m7!3m6!1s0x8816d4d7b7d5c7ed:0xd7d9a4edac577247!8m2!3d41.8176426!4d-86.2482751!16s%2Fg%2F1q4km7f66!19sChIJ7cfVt9fUFogRR3JXrO2k2dc,Dr Antonio Ray Gonzales DC,5.0,2,Chiropractor,"920 Lambert St, Niles, MI 49120, United States","RQ92+3M Niles, Michigan, USA",,+1 269-684-4200,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IfVljGThbf_s20uNYCWwjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=221.39983&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:33.683Z,,
"https://www.google.com/maps/place/Lloyd+M.+Redington+Jr,+DC/@41.8284174,-86.3068348,17z/data=!3m1!4b1!4m6!3m5!1s0x88112a512c33707d:0x76c4360f4744a30a!8m2!3d41.8284174!4d-86.3068348!16s%2Fg%2F1tg6qqhc","Lloyd M. Redington Jr, DC",5.0,5,Chiropractor,"2301 Niles Buchanan Rd, Niles, MI 49120, United States","RMHV+97 Niles, Michigan, USA",http://completechiropractic.com/meet-the-chiropractor.html,+1 269-683-0808,,,,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:38.293Z,,
https://www.google.com/maps/place/The+Center+for+Fully+Functional+Health/data=!4m7!3m6!1s0x8814adc9cf7e1eb1:0xac550ac367a4191e!8m2!3d39.97912!4d-86.127327!16s%2Fg%2F1q5brr4s1!19sChIJsR5-z8mtFIgRHhmkZ8MKVaw,The Center for Fully Functional Health,4.7,113,Family practice physician,"40 N Rangeline Rd, Carmel, IN 46032, United States","XVHF+J3 Carmel, Indiana, USA",https://fullyfunctional.com/?utm_source=gmb&utm_medium=organic,+1 317-989-8463,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPLyW07v20Q5Bpbv8sKAiV0XzYJaqRr2zBtytEn=w408-h612-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:43.073Z,,
https://www.google.com/maps/place/Wellspring+Functional+Health/data=!4m7!3m6!1s0x8814ada6602df97b:0x4593c81f5ac49686!8m2!3d39.9576881!4d-86.1199268!16s%2Fg%2F11fylnf1z4!19sChIJe_ktYKatFIgRhpbEWh_Ik0U,Wellspring Functional Health,5.0,9,Medical clinic,"Stratford Center, 1980 E 116th St #315, Carmel, IN 46032, United States","XV5J+32 Carmel, Indiana, USA",http://www.wellspringfunctionalhealth.com/,+1 317-750-6121,Open · Closes 6:30 pm,,https://lh3.googleusercontent.com/p/AF1QipO6cuHrCaZ8VMNcgydlqP2uS_94M8ZNs0QZRi1t=w408-h306-k-no,true,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–6:30 pm,10:30 am–3:30 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:47.777Z,,
https://www.google.com/maps/place/The+Natural+Health+Improvement+Center+-+St.+Joseph/data=!4m7!3m6!1s0x8810c459d441a685:0x8b4021fc334b5e5d!8m2!3d42.0663142!4d-86.4695887!16s%2Fg%2F11b6v67pnk!19sChIJhaZB1FnEEIgRXV5LM_whQIs,The Natural Health Improvement Center - St. Joseph,5.0,245,Chiropractor,"2820 Niles Rd, St Joseph, MI 49085, United States","3G8J+G5 St Joseph, Michigan, USA",http://nhicstjoseph.com/,+1 269-556-9615,Opens soon · 2 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uQrLDs9npx5dHSR0tSOQWQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.92058&pitch=0&thumbfov=100,true,"6 am–12 pm, 2–6 pm","6 am–12 pm, 2–6 pm","6 am–12 pm, 2–6 pm","6 am–12 pm, 2–6 pm",6–10 am,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:52.600Z,,
https://www.google.com/maps/place/Robin+Sparks+and+Associates/data=!4m7!3m6!1s0x88112ad299312085:0x8e350dadb3c861c0!8m2!3d41.8287562!4d-86.2579746!16s%2Fg%2F11k3xs5v6z!19sChIJhSAxmdIqEYgRwGHIs60NNY4,Robin Sparks and Associates,4.6,9,Mental health service,"20 N 2nd St Suite 103, Niles, MI 49120, United States","RPHR+GR Niles, Michigan, USA",https://www.robinsparks.me/andAssociates,+1 574-387-6576,,,https://lh3.googleusercontent.com/p/AF1QipNccs5uipOvNo5HJ_AVJ1eunEMSwkYk7L6PgoLp=w408-h408-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:53:57.924Z,Identifies as women-owned,
https://www.google.com/maps/place/Great+Expectations+Childbirth+and+Doula+Services/data=!4m7!3m6!1s0x88112bfdb28ff983:0xf29855de5b09b8c7!8m2!3d41.784082!4d-86.4383129!16s%2Fg%2F11smbtrw0q!19sChIJg_mPsv0rEYgRx7gJW95VmPI,Great Expectations Childbirth and Doula Services,4.9,22,Doula,,,http://www.greatexpectationsmichiana.com/,+1 269-362-4792,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipMCZGUb3DAm75UHdo_yfe24e9__4_7J5ebfXYRV=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:02.675Z,Identifies as women-owned,
"https://www.google.com/maps/place/Vital+Fit/@41.5611515,-86.794303,10z/data=!3m1!4b1!4m6!3m5!1s0x88112df60693448d:0x4097a9405915d0eb!8m2!3d41.5611515!4d-86.794303!16s%2Fg%2F11mqj2__2v",Vital Fit,5.0,1,Physical fitness program,,,,+1 219-501-0810,,,,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:07.211Z,,
"https://www.google.com/maps/place/Lawrence+E.+Lee,+Chiropractor/data=!4m7!3m6!1s0x8816d525acb9086d:0x57ac5d8f736395f!8m2!3d41.8257683!4d-86.2438387!16s%2Fg%2F11c1nd50z8!19sChIJbQi5rCXVFogRXzk299jFegU","Lawrence E. Lee, Chiropractor",5.0,1,Chiropractor,"1310 Hickory St, Niles, MI 49120, United States","RQG4+8F Niles, Michigan, USA",,+1 269-684-0061,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7ET62okFQjD-w24X18-iyA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.215&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:09.958Z,,
"https://www.google.com/maps/place/Jeffrey+D.+Bolton,+DC/data=!4m7!3m6!1s0x8816d5b064316e17:0xe0c3f08e832cb682!8m2!3d41.8268281!4d-86.2040052!16s%2Fg%2F1td9fc10!19sChIJF24xZLDVFogRgrYsg47ww-A","Jeffrey D. Bolton, DC",4.0,2,Chiropractor,"2407 Yankee St, Niles, MI 49120, United States","RQGW+P9 Niles, Michigan, USA",,+1 269-683-8151,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zp5gNwdgIwlb9HL6OqEk6g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.10675&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:17.657Z,,
"https://www.google.com/maps/place/Integrative+Health+%26+Behavioral+Wellness,+LLC/data=!4m7!3m6!1s0x880fc80c84a7adeb:0xd3f2611568b920ec!8m2!3d42.0494694!4d-87.8373764!16s%2Fg%2F12634xwz1!19sChIJ662nhAzID4gR7CC5aBVh8tM","Integrative Health & Behavioral Wellness, LLC",,,Alternative medicine practitioner,"241 Golf Mill Centre, Niles, IL 60714, United States","25X7+Q2 Niles, Illinois, USA",,,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UXFe4iIlf7fvNK-rqHBzkg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.753624&pitch=0&thumbfov=100,false,Closed,9 am–5 pm,9 am–5 pm,9 am–7 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:22.324Z,,
"https://www.google.com/maps/place/Happy+Wholesome+Living+Online+LLC/@39.76652,-86.4412135,7z/data=!3m1!4b1!4m6!3m5!1s0x8816cd4f944d14f5:0x4896fb228a8e203f!8m2!3d39.76652!4d-86.4412135!16s%2Fg%2F11zj1vds9k",Happy Wholesome Living Online LLC,,,Coaching center,,,http://www.happywholesomelivingonline.com/,+1 574-303-8344,,,,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:26.819Z,Identifies as women-owned,
"https://www.google.com/maps/place/Hipsterz/@41.7974485,-86.293385,12z/data=!3m1!4b1!4m6!3m5!1s0x88112b90dc4c2fab:0x2705477ff85030d3!8m2!3d41.7974485!4d-86.293385!16s%2Fg%2F11j9759xk5",Hipsterz,,,Herbal medicine store,,,,+1 269-845-7305,,,,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Niles+South+Bend+IN/@41.6763545,-86.2519898,14z",2026-02-23T18:54:31.337Z,,
"https://www.google.com/maps/place/Fully+Functional+Medicine,+PLLC/data=!4m7!3m6!1s0x674dbabfd4139baf:0x6b0a46e26f49082f!8m2!3d34.706483!4d-90.257739!16s%2Fg%2F11w_ly3s6c!19sChIJr5sT1L-6TWcRLwhJb-JGCms","Fully Functional Medicine, PLLC",5.0,2,Alternative medicine practitioner,,,http://www.fullyfunctionalmedicine.com/,,Open · Closes 3 pm,,https://lh3.googleusercontent.com/p/AF1QipOG7nBBG_hEMKFo6L3kasFGtw2uhCcykkjPF_J0=w408-h408-k-no,true,10 am–3 pm,10 am–3 pm,10 am–3 pm,10 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:02.370Z,,
"https://www.google.com/maps/place/Alicia+M+Wilson,+DO/data=!4m7!3m6!1s0x8816cd413ea566a1:0x97a8b988c5f9d8f6!8m2!3d41.6784967!4d-86.2356981!16s%2Fg%2F11j3twwx05!19sChIJoWalPkHNFogR9tj5xYi5qJc","Alicia M Wilson, DO",5.0,24,Pediatrician,"211 N Eddy St, South Bend, IN 46617, United States","MQH7+9P South Bend, Indiana, USA",https://www.southbendclinic.com/physicians/alicia-wilson-do?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 574-233-7337,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOgEc5JK9r4eYGMPZKal1bos30hR0Ig7TKAYEuz=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:20.888Z,,
https://www.google.com/maps/place/Indiana+University+School+of+Medicine+-+South+Bend/data=!4m7!3m6!1s0x8816cd5d981bddb7:0x6a52c119a0bf0c6d!8m2!3d41.6925873!4d-86.236984!16s%2Fg%2F11cfh73qn!19sChIJt90bmF3NFogRbQy_oBnBUmo,Indiana University School of Medicine - South Bend,5.0,5,University,"1234 N Notre Dame Ave, South Bend, IN 46617, United States","MQV7+26 South Bend, Indiana, USA",http://medicine.iu.edu/southbend/,+1 574-631-5574,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqw06Y8BsvQQrytNz1lbj_HgQE_OJ4vqwMct9HnwZIRaXiIVfKwB_QoXuHOCtIT3uRmfOQdL3ILzRaAWJxhUxE6hjvmW1QFEPIlCjW4ixQydDhk630TAYe8uymIlWkiW7vT19kfIg=w408-h248-k-no,false,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:23.542Z,,
https://www.google.com/maps/place/Dr.+Cresencia+Felty+ND/data=!4m7!3m6!1s0x880fd39f74e09211:0xa2dd0b308d4f29f!8m2!3d41.6163454!4d-87.0460021!16s%2Fg%2F11fdxy7sk6!19sChIJEZLgdJ_TD4gRn_LUCLPQLQo,Dr. Cresencia Felty ND,5.0,87,Naturopathic practitioner,"368 Indian Boundary Rd, Chesterton, IN 46304, United States","JX83+GH Chesterton, Indiana, USA",http://www.drfelty.com/,+1 872-228-1630,Open · Closes 4 pm,,https://lh3.googleusercontent.com/p/AF1QipOSdtobG_7KuwbSKRrHw0F5gHIjoFYj7l_xKkbj=w408-h544-k-no,true,10 am–4 pm,10 am–4 pm,Closed,10 am–4 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:35.101Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Notre+Dame+Wellness+Center/data=!4m7!3m6!1s0x8816d2995175d779:0x521bc0efd82d17dc!8m2!3d41.7044981!4d-86.2313729!16s%2Fg%2F11bwk_0y3c!19sChIJedd1UZnSFogR3Bct2O_AG1I,Notre Dame Wellness Center,3.6,49,Medical clinic,"100 Wellness Center, Notre Dame, IN 46556, United States","PQ39+QF Notre Dame, Indiana, USA",https://notredamewellnesscenter.com/,+1 574-634-9355,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_Ig0egf-idlFXYrCFCNExIP83UZjMwiYdIz8K5l4KxWnoOnCjWYye1c5bLLcH-iXk1tNrBYvlJDwKe4L9zzkHXV31XSfpXxkDRtKJFzHcGpamLcjz-JXWPzJ4f6kQQCSPE7izwA=w408-h544-k-no,false,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,8:30 am–12:30 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:40.136Z,,
https://www.google.com/maps/place/Rooted+Balance+Massage+%26+Esthetics/data=!4m7!3m6!1s0x8816d3fde3a123c9:0xd0696ae2b1bbb4aa!8m2!3d41.72311!4d-86.1776499!16s%2Fg%2F11tsv4mp6p!19sChIJySOh4_3TFogRqrS7seJqadA,Rooted Balance Massage & Esthetics,5.0,56,Massage therapist,"6910 N Main St Back of Unit 2, Granger, IN 46530, United States","PRFC+6W Granger, Indiana, USA",http://www.rootedbalancemassage.com/,+1 574-208-3815,Open · Closes 7 pm,,https://lh3.googleusercontent.com/p/AF1QipPsfQXRijRJbN8o2g1UeQ8CNZ6JpT1dx2wibbfm=w426-h240-k-no,true,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–6 pm,10 am–3 pm,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:51.829Z,LGBTQ+ friendly,
https://www.google.com/maps/place/University+of+Notre+Dame/data=!4m7!3m6!1s0x8816cd576bfc35cd:0x5a2be3cb659fd9b7!8m2!3d41.7051917!4d-86.2351655!16zL20vMDEybXp3!19sChIJzTX8a1fNFogRt9mfZcvjK1o,University of Notre Dame,4.7,1528,Private university,"Holy Cross Dr, Notre Dame, IN 46556, United States","PQ47+3W Notre Dame, Indiana, USA",https://www.nd.edu/,+1 574-631-5000,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6Sw25B8AUyL-HlzXcmT96mkve2lewyJ98HK1QMiay2ZEHr9rx7SkOI979P-sq5IZt1tGjSgaV6nAlqMXCLB8fXJ0D9feE6jZdsKS2BMaqLwk4s5cCIHobXTOoT9cfXmMWA28l=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:54.729Z,,"Home of the Fighting Irish football team, this 1842 Catholic university is set on a scenic campus."
"https://www.google.com/maps/place/Integrative+Medicine,+Laser+and+Aesthetics/data=!4m7!3m6!1s0x8814aac1dc255555:0x404fc7b9998f504f!8m2!3d39.9403832!4d-86.2325481!16s%2Fg%2F11g8vkhsxx!19sChIJVVUl3MGqFIgRT1CPmbnHT0A","Integrative Medicine, Laser and Aesthetics",4.9,100,Alternative medicine practitioner,"3965 W 106th St Ste. 140, Carmel, IN 46032, United States","WQR8+5X Carmel, Indiana, USA",https://www.integrativemla.com/,+1 317-602-3171,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipOlAV5h5MwH2kv92EAqTIsKpzDR5OAVfBicqGmt=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:55:59.617Z,,
https://www.google.com/maps/place/Divine+Light+Collective+LLC/data=!4m7!3m6!1s0x855a6f4d7eca335f:0xff082c85954fd7d9!8m2!3d41.680081!4d-86.1782918!16s%2Fg%2F11yfmjj2gs!19sChIJXzPKfk1vWoUR2ddPlYUsCP8,Divine Light Collective LLC,5.0,29,Metaphysical supply store,"235 E McKinley Ave, Mishawaka, IN 46545, United States","MRJC+2M Mishawaka, Indiana, USA",https://divinelightcollective.org/,+1 574-213-2534,Open · Closes 6 pm,true,https://lh3.googleusercontent.com/p/AF1QipM-Bsd-kjqKUGzKaFoRaagMQQm2ajns7jiIsQ4z=w408-h306-k-no,true,12–6 pm,12–6 pm,12–5 pm,12–6 pm,2–7 pm,12–7 pm,12–4 pm,"https://www.google.com/maps/search/functional+medicine+in+Notre+Dame+South+Bend+IN/@41.7051917,-86.2351655,14z",2026-02-23T18:56:04.689Z,LGBTQ+ friendly,· In-store shopping
