placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,error
https://www.google.com/maps/place/Legend%27s+Overhead+Doors/data=!4m7!3m6!1s0x87cd2b73f85ac9e3:0xa7b0309ff9c99481!8m2!3d34.4162926!4d-93.2439996!16s%2Fg%2F11ckqrvlfl!19sChIJ48la-HMrzYcRgZTJ-Z8wsKc,Legend's Overhead Doors,2.7,7,Garage door supplier,"1041 S Harris Rd, Pearcy, AR 71964, United States","CQ84+GC Pearcy, Arkansas, USA",,+1 501-318-8528,Closes soon ⋅ 5 pm ⋅ Opens 8 am Sat,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7f9GH28p5g5ima80QeNdQw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.35463&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:30.588Z,,,
https://www.google.com/maps/place/LaFrancis+Overhead+Door+LLC/data=!4m7!3m6!1s0x603c6b533698a40b:0xe56a6ddc6c981c37!8m2!3d34.840786!4d-92.3949665!16s%2Fg%2F11y1cr9mnj!19sChIJC6SYNlNrPGARNxyYbNxtauU,LaFrancis Overhead Door LLC,4.9,22,Garage door supplier,,,,+1 501-766-6895,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy_CJ-Tsbl1FvyxhI33RTkLLBf1cra3lFJWJQCP3yFrBgY3SXbdqn3rVw67lO-EbW-PktLbL-DFcwCCh1SAGBIbImsVSBYmEzhogPMtRxfA1DzcKidOMHo1-04js2ELhZrsPABB=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:35.621Z,,,
https://www.google.com/maps/place/A+%26+H+Garage+Door+Service/data=!4m7!3m6!1s0x87cbb7fe420f62a9:0x1ad91dee13bf2a0c!8m2!3d36.125038!4d-94.1603815!16s%2Fg%2F11g6975lbf!19sChIJqWIPQv63y4cRDCq_E-4d2Ro,A & H Garage Door Service,4.9,49,Garage door supplier,,,https://servicemygaragedoors.com/,+1 479-636-7658,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPJRRPYum_uoYFBoSGa5l-I9FuUWyfLVVXi1Zig=w408-h342-k-no,true,7 am–6 pm,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:40.685Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/The+Garage+Door+Guy+Corp/data=!4m7!3m6!1s0x87cd301b0639d5eb:0x9fe744f12dfda410!8m2!3d34.6660245!4d-92.8257075!16s%2Fg%2F11by_xdtfz!19sChIJ69U5BhswzYcREKT9LfFE558,The Garage Door Guy Corp,4.4,7,Garage door supplier,,,http://www.thegaragedoorguycorp.com/hot-springs-village/,+1 501-412-2475,Closes soon ⋅ 5 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipM315PGtxllb14DACtF66uL0KzhfbeMGirzBJNo=w408-h295-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:45.538Z,,,
https://www.google.com/maps/place/Mize+Garage+Doors/data=!4m7!3m6!1s0x87cc5300261274cf:0x4ae8404f396dbdcb!8m2!3d35.2903374!4d-93.1668226!16s%2Fg%2F11vyn_7c_6!19sChIJz3QSJgBTzIcRy71tOU9A6Eo,Mize Garage Doors,5.0,14,Garage door supplier,"3519 W Main St, Russellville, AR 72801, United States","7RRM+47 Russellville, Arkansas, USA",https://www.mizegaragedoorsinc.com/,+1 479-968-6642,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z2uqw_AvwwcjyVPAs7Q02g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.39969&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:50.573Z,,,
https://www.google.com/maps/place/McGriff+Repair+%26+Install/data=!4m7!3m6!1s0x816bad9fdaf8c2f:0xe08626ee366940b4!8m2!3d35.001163!4d-92.2198825!16s%2Fg%2F11ts2qyfk2!19sChIJL4yv_dm6FggRtEBpNu4mhuA,McGriff Repair & Install,4.9,138,Door supplier,,,https://mcgriffrepair.square.site/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=6f57ec59-57e7-4dae-8ad3-52ac28d0e01e,+1 501-203-7267,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNCNNqTOqwXy9jOfaE0iy296B3S5Cj7vneissOs=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:49:55.402Z,,LGBTQ+ friendly,
https://www.google.com/maps/place/Arkansas+Automatic+Doors+and+Glass/data=!4m7!3m6!1s0x87d2ae372b087d67:0x871cf9cf0a223e17!8m2!3d34.8066915!4d-92.2879437!16s%2Fg%2F1wv_srns!19sChIJZ30IKzeu0ocRFz4iCs_5HIc,Arkansas Automatic Doors and Glass,5.0,5,Repair service,"308 Wilson St, North Little Rock, AR 72118, United States","RP46+MR North Little Rock, Arkansas, USA",https://arkansasautomaticdoorsandglass.jobbersites.com/,+1 501-888-1677,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Vubfs8YxJe3S7R28NIU1vg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=329.9169&pitch=0&thumbfov=100,true,10 am–2 pm,Closed,Closed,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:00.732Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Pro+Door+Systems+of+Arkansas/data=!4m7!3m6!1s0x87d2baca3a1bdd77:0xb2d4fffff7e350ad!8m2!3d34.6845626!4d-92.300354!16s%2Fg%2F11h3vc7sbb!19sChIJd90bOsq60ocRrVDj9___1LI,Pro Door Systems of Arkansas,4.7,3,Door supplier,"1900 W 65th St Suite 12, Little Rock, AR 72209, United States","MMMX+RV Little Rock, Arkansas, USA",http://prodoorsystems.com/,+1 501-534-9001,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TCaLkJK4qZMhdT7uu6IufQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=87.41132&pitch=0&thumbfov=100,true,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:05.608Z,,,
https://www.google.com/maps/place/ProLift+Garage+Doors+of+Little+Rock/data=!4m7!3m6!1s0x4a3010a935cd943:0xe29520864238df5c!8m2!3d34.860443!4d-92.1883896!16s%2Fg%2F11mdh6yw3f!19sChIJQ9lckwoBowQRXN84QoYgleI,ProLift Garage Doors of Little Rock,5.0,3,Garage door supplier,,,https://www.proliftdoors.com/little-rock/,+1 888-824-9947,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipNvIR8z-uyEGVGLHQSg2_SUln8jLEev-QWd2d5X=w408-h544-k-no,true,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,7 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:10.606Z,,,
https://www.google.com/maps/place/Outback+Overhead+Doors/data=!4m7!3m6!1s0x84966e1bc78c6677:0xaf6c0b0010b84b6!8m2!3d34.456881!4d-92.639854!16s%2Fg%2F11y21nkhp5!19sChIJd2aMxxtuloQRtoQLAbDA9go,Outback Overhead Doors,5.0,2,Garage door supplier,,,,,Closes soon ⋅ 5:30 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO6QIb56BNySqJv1iWFYlH_CxDTLGrF-69Z0Fuy=w408-h408-k-no,true,8 am–5:30 pm,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:15.441Z,,,
https://www.google.com/maps/place/NWA+Garage+Doors/data=!4m7!3m6!1s0x87c93c2b2ecef90b:0x39b064f28819f1d5!8m2!3d35.7749236!4d-94.1892844!16s%2Fg%2F11bc96gv4q!19sChIJC_nOLis8yYcR1fEZiPJksDk,NWA Garage Doors,5.0,42,Garage door supplier,,,,+1 479-366-8746,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM5YAqnrFei-RzMNpJQqaDgCAldQV2RnGal_FWF=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:20.359Z,,,
https://www.google.com/maps/place/Delta+Maintenance+Solutions+LLC/data=!4m7!3m6!1s0x1629109d4f6fbaf:0x97e01b3f9d85217a!8m2!3d34.7520156!4d-92.129428!16s%2Fg%2F11mck_25fw!19sChIJr_v21AmRYgEReiGFnT8b4Jc,Delta Maintenance Solutions LLC,5.0,11,Garage door supplier,,,,+1 870-484-1635,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNcCG4peaXx89RpCPfhsetfySHigNDXiDAUEytA=w408-h306-k-no,true,7 am–7 pm,8 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:25.383Z,,,
https://www.google.com/maps/place/Rick%27s+Overhead+Garage+Door/data=!4m7!3m6!1s0xcf7e3ae0c788c91:0x8bc08f566d9a959d!8m2!3d34.6933144!4d-92.36348!16s%2Fg%2F11sqcr732w!19sChIJkYx4DK7j9wwRnZWabVaPwIs,Rick's Overhead Garage Door,5.0,8,Garage door supplier,,,https://www.ricksogd.com/,+1 501-313-9988,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipO-6JiFfgV1Zpa3HHPg0aVrYjjixgW1UF6JYFMU=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Benton+Benton+AR/@34.5693083,-92.585378,14z",2025-11-07T22:50:30.237Z,,LGBTQ+ friendly,
"https://www.google.com/maps/place/On-Trac+Doors-+Bryant/@34.624568,-92.4995407,14z/data=!4m6!3m5!1s0x87cd578e8876d371:0x2f868e445e4c41e9!8m2!3d34.6276506!4d-92.4939962!16s%2Fg%2F11xt2skz8f",On-Trac Doors- Bryant,5.0,6,Garage door supplier,"3531 Market Pl Ave, Bryant, AR 72022, United States","JGH4+3C Bryant, Arkansas, USA",,+1 501-693-4948,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOdafOX1xP2-ChFlJuN7NsN15gPir32oEpoatTY=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bryant+Benton+AR/@34.624568,-92.4995407,14z",2025-11-07T22:50:39.690Z,,,Already found
https://www.google.com/maps/place/Excel+Roofing+and+Restoration+Corp./data=!4m7!3m6!1s0x291c506a07a713af:0x7cb2e55ed6a1014!8m2!3d34.62023!4d-92.49387!16s%2Fg%2F11rhf7r06w!19sChIJrxOnB2pQHCkRFBBq7VUuywc,Excel Roofing and Restoration Corp.,5.0,110,Roofing contractor,"23249 I-30 Frontage Rd suite 8, Bryant, AR 72022, United States","JGC4+3F Bryant, Arkansas, USA",https://myexcelroof.com/,+1 501-617-2209,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipO3_54waqxBwNRnGHT_s19R_Hm__uZ1IUa-gcSo=w427-h240-k-no,true,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:06.405Z,,,
https://www.google.com/maps/place/Northeast+Arkansas+Garage+Door+Services+LLC/data=!4m7!3m6!1s0x4f55c7b4c6a35f0d:0x14b41f04d23fe790!8m2!3d36.07093!4d-90.983075!16s%2Fg%2F11ks1cl1f1!19sChIJDV-jxrTHVU8RkOc_0gQftBQ,Northeast Arkansas Garage Door Services LLC,5.0,12,Garage door supplier,"409 Clark Dr, Walnut Ridge, AR 72476, United States","32C8+9Q Walnut Ridge, Arkansas, USA",http://neagaragedoorservices.com/,+1 870-637-4646,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipOfrxpHJfIcGk1BABnAq7W6TqTu3ZPoXTQxduUX=w408-h355-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:11.415Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Wayne+Dalton+Sales+Center+of+Little+Rock/data=!4m7!3m6!1s0x535dcfed0585351b:0x21d35fbf9a4212d5!8m2!3d34.6761304!4d-92.3200211!16s%2Fg%2F123333r2h!19sChIJGzWFBe3PXVMR1RJCmr9f0yE,Wayne Dalton Sales Center of Little Rock,4.3,6,Garage door supplier,"8100 Scott Hamilton Dr ste d, Little Rock, AR 72209, United States","MMGH+FX Little Rock, Arkansas, USA",https://www.wayne-dalton.com/,+1 501-223-6022,Closed ⋅ Opens 6:30 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5WN-t8fGi8u8PTAztpXl2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=217.19385&pitch=0&thumbfov=100,true,6:30 am–3:30 pm,Closed,Closed,6:30 am–3:30 pm,6:30 am–3:30 pm,6:30 am–3:30 pm,6:30 am–3:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:16.508Z,,,
https://www.google.com/maps/place/AIS+Dock+%26+Door/data=!4m7!3m6!1s0x87d2e7842cf1141b:0xb2311e8cb886eeb!8m2!3d34.9382724!4d-93.0342235!16s%2Fg%2F11q1p2zdnn!19sChIJGxTxLITn0ocR626Iy-gRIws,AIS Dock & Door,4.9,12,Material handling equipment supplier,,,http://arinstall.net/,+1 501-601-3667,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPkDEjmK4dCxAUcJFqwYTCUuc8p3PgfP76UfYvf=w408-h544-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:21.634Z,,,
https://www.google.com/maps/place/Garage+Door+Ninja/data=!4m7!3m6!1s0x87ced3b31e74e66b:0xcd418f28c6195ec3!8m2!3d36.4712785!4d-93.7646392!16s%2Fg%2F11j8ldyh4y!19sChIJa-Z0HrPTzocRw14ZxiiPQc0,Garage Door Ninja,5.0,52,Garage door supplier,"2267 State Hwy 187, Holiday Island, AR 72631, United States","F6CP+G4 Holiday Island, Arkansas, USA",http://garagedoorninja.com/,+1 479-981-4101,Closes soon ⋅ 5 pm ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipNwRuuJnSh7eUiUWiOyCX2F-SnQJ2YB1nXeWwJW=w426-h240-k-no,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:26.680Z,,,
https://www.google.com/maps/place/JT%27s+Home+Repair/data=!4m7!3m6!1s0x87d2add3ab6be837:0xdd4ce69f9835ff5f!8m2!3d34.5440519!4d-92.3603478!16s%2Fg%2F11j38b4rx7!19sChIJN-hrq9Ot0ocRX_81mJ_mTN0,JT's Home Repair,4.9,117,Handyman/Handywoman/Handyperson,"7202 Richards Ln, East End, AR 72103, United States","GJVQ+JV East End, Arkansas, USA",https://www.jtshomerepair.com/,+1 501-475-5633,Closes soon ⋅ 5 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipOv_eK1sAmCj5VQLqZXusilhfYUpJI3WI9jn3vo=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–12 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:31.597Z,,,
https://www.google.com/maps/place/DH+Seamless+Gutters+and+more/data=!4m7!3m6!1s0xe49926d69537b51:0x4aa81a1aeb8e8579!8m2!3d34.6132195!4d-92.491732!16s%2Fg%2F11smggd6lm!19sChIJUXtTaW2SSQ4ReYWO6xoaqEo,DH Seamless Gutters and more,5.0,1,Gutter cleaning service,"9 Neal St, Bryant, AR 72022, United States","JG75+78 Bryant, Arkansas, USA",http://www.dhseamlessgutters.com/,+1 501-352-1230,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMYxtzD-J6f7ckBlUu5jYSHT5DBNwSg_E_Vo1ID=w408-h257-k-no,true,8 am–6 pm,9 am–5 pm,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:37.436Z,,,
https://www.google.com/maps/place/Redmond+overhead+door+repair/data=!4m7!3m6!1s0x8633ed66b2434c01:0x5061b2eb1a5a9e05!8m2!3d33.3640148!4d-93.5469465!16s%2Fg%2F11nn2tkdxp!19sChIJAUxDsmbtM4YRBZ5aGuuyYVA,Redmond overhead door repair,5.0,1,General contractor,"1553 US-82, Lewisville, AR 71845, United States","9F73+J6 Lewisville, Arkansas, USA",,+1 870-953-0051,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=y7nnEuQ0CV7-A3R4ZDLJhg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.2424&pitch=0&thumbfov=100,false,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:42.379Z,,,
https://www.google.com/maps/place/Rodriguez+Paint+%26+Remodeling+LLC/data=!4m7!3m6!1s0x20eb47101dc8651f:0x2aaa164351fc5e22!8m2!3d35.2923641!4d-92.493746!16s%2Fg%2F11tsv55r1h!19sChIJH2XIHRBH6yARIl78UUMWqio,Rodriguez Paint & Remodeling LLC,5.0,50,Painting,,,http://rodriguezpaintandremodeling.com/,+1 501-508-9950,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMyvRCfyuCGzc5m8yIOhlhQIYZkL_hm1OyYTdiI=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:47.249Z,,,
https://www.google.com/maps/place/Elite+Garage+Door+Services+of+Northwest+Arkansas/data=!4m7!3m6!1s0x87c93d65bc255f73:0x6a424c9b5033b427!8m2!3d36.3242645!4d-94.1488736!16s%2Fg%2F11qn7h0f83!19sChIJc18lvGU9yYcRJ7QzUJtMQmo,Elite Garage Door Services of Northwest Arkansas,5.0,618,Garage door supplier,"8007 W Pine St, Rogers, AR 72756, United States","8VF2+PF Rogers, Arkansas, USA",https://www.elitegaragedoornwa.com/,+1 479-391-7829,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMrsFmnqy6xvxUxaTV6AFkWsBG-moGh3WIdXmLM=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:52.283Z,,Identifies as veteran-owned,
https://www.google.com/maps/place/Arkansas+Custom+Iron+Doors/data=!4m7!3m6!1s0x87d2be05786e1ae3:0xe227d4505642d11d!8m2!3d34.8324388!4d-92.2162826!16s%2Fg%2F11dxdgjb2q!19sChIJ4xpueAW-0ocRHdFCVlDUJ-I,Arkansas Custom Iron Doors,3.0,4,Door supplier,"1502 E Kiehl Ave, Sherwood, AR 72120, United States","RQJM+XF Sherwood, Arkansas, USA",https://eliteirondoors.com/,+1 501-533-7499,Closes soon ⋅ 5 pm ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPaTlq_dY39mgdKK9FyR7PBxUFSUzNIGLPKzIMd=w408-h251-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Alexander+Benton+AR/@34.6117735,-92.4460572,14z",2025-11-07T22:51:57.125Z,,,
https://www.google.com/maps/place/Haskell+Hardware/data=!4m7!3m6!1s0x87cd4d07db1a7b31:0xc890efc180d97b70!8m2!3d34.5346983!4d-92.644872!16s%2Fg%2F11r_xg8qcy!19sChIJMXsa2wdNzYcRcHvZgMHvkMg,Haskell Hardware,4.8,70,Hardware store,"5700 US-67, Haskell, AR 72015, United States","G9M4+V3 Haskell, Arkansas, USA",https://www.facebook.com/Haskell-Hardware-100782948843115,+1 501-316-4243,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipPFQPH2rQhmeFt87B7mlGlIw1oT64oXbktrfa2u=w426-h240-k-no,true,7 am–6 pm,7 am–4 pm,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Haskell+Benton+AR/@34.5098258,-92.6432791,14z",2025-11-07T22:52:14.447Z,,,
https://www.google.com/maps/place/Duck%27s+Garage/data=!4m7!3m6!1s0x87cd5213dacd1d95:0xb95d93076c1e83b2!8m2!3d34.5515029!4d-92.6053095!16s%2Fg%2F11btwv54cw!19sChIJlR3N2hNSzYcRsoMebAeTXbk,Duck's Garage,4.7,90,Diesel engine repair service,"1511 Airlane Dr, Benton, AR 72015, United States","H92V+JV Benton, Arkansas, USA",https://www.ducksgarage.net/,+1 501-778-2886,Closes soon ⋅ 5 pm ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipOP5w5vreYzKr91M1s37ObohBePCwZ2CYcgcp2q=w426-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Haskell+Benton+AR/@34.5098258,-92.6432791,14z",2025-11-07T22:52:19.483Z,,,
"https://www.google.com/maps/place/LCS+Heating+and+Cooling,+LLC/data=!4m7!3m6!1s0x45b7434ad0accc7f:0xb63da2f654a9884c!8m2!3d34.4975079!4d-92.6629602!16s%2Fg%2F11txtcn7py!19sChIJf8ys0EpDt0URTIipVPaiPbY","LCS Heating and Cooling, LLC",5.0,21,HVAC contractor,"354 Lewallen Rd, Benton, AR 72015, United States","F8XP+2R Benton, Arkansas, USA",http://www.longcomfortservice.com/,+1 501-722-3101,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx84AvIDlJzt0C_wq227doGHMxY_IjT4SNiT2cJ0n0y-sklBRAx2twymg4mi6MCz-C2S5uu6aAjUcDaaJ5y9gl5DCDXoAZy0nwf_dFL7wZc07nolW7Ig6Topr0a3Skf_xmrx8ai=w408-h409-k-no,true,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Haskell+Benton+AR/@34.5098258,-92.6432791,14z",2025-11-07T22:52:24.492Z,,,
https://www.google.com/maps/place/North+Arkansas+Garage+Doors+%26+Seamless+Gutters/data=!4m7!3m6!1s0x87d3db4580b2cf67:0x23edcabd85ad889c!8m2!3d35.8711302!4d-91.5497512!16s%2Fg%2F11n0g23zpy!19sChIJZ8-ygEXb04cRnIithb3K7SM,North Arkansas Garage Doors & Seamless Gutters,5.0,20,Garage door supplier,"5900 N St Louis, Batesville, AR 72501, United States","VFC2+F3 Batesville, Arkansas, USA",https://www.northarkansasgaragedoorsandgutters.com/,+1 870-251-1177,Closes soon ⋅ 5 pm ⋅ Opens 6 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyTGsRT-du3ZjYfw2tk6nhD7dwqvwta9WPsq-w3c7tmhSt56YnGfMGsMCumW7IoxS8P7anW2od-yF3NCDMHqlHmxgF87a4A85S-ysSt-XmQv1yGM02wIyvdvXz5iII5-f27O5wkWA=w408-h544-k-no,true,6 am–5 pm,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Haskell+Benton+AR/@34.5098258,-92.6432791,14z",2025-11-07T22:52:29.538Z,,,
https://www.google.com/maps/place/Shannon%27s+Overhead+Doors/data=!4m7!3m6!1s0xa6218a0a9e091c99:0xb5f97f125cd66842!8m2!3d36.2341093!4d-93.1028032!16s%2Fg%2F11jz94xy5v!19sChIJmRwJngqKIaYRQmjWXBJ_-bU,Shannon's Overhead Doors,5.0,40,Garage door supplier,"410 N Olive St, Harrison, AR 72601, United States","6VMW+JV Harrison, Arkansas, USA",,+1 870-688-2620,,https://lh3.googleusercontent.com/p/AF1QipPwbY-6rnoE1t0QnMGXnUlo-CCRENZPpReJA697=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Shannon+Hills+Benton+AR/@34.6233365,-92.3953417,14z",2025-11-07T22:52:52.269Z,,,
