placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/St.+Louis+Heart+and+Vascular/data=!4m7!3m6!1s0x87d8d321a5a61317:0x9e791b384b5fc0c7!8m2!3d38.5840587!4d-90.450346!16s%2Fg%2F11ghp54v3f!19sChIJFxOmpSHT2IcRx8BfSzgbeZ4,St. Louis Heart and Vascular,3.4,8,Cardiologist,"2325 Dougherty Ferry Rd Suite 203, St. Louis, MO 63122, United States","HGMX+JV St. Louis, Missouri, USA",https://www.slhv.com/location/des-peres-hospital-office/?utm_source=google&utm_medium=gmb&utm_campaign=des_peres,+1 314-741-0911,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOY6-w_SWQ8Gdb08b491NazMjOOqkXaYM05IDHI=w486-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Kirkwood+STL+MO/@38.5833862,-90.406785,14z",2025-12-16T22:41:06.991Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Bellissimo+Spa+and+Wellness/data=!4m7!3m6!1s0x8bb85f2e34906b6f:0xcddd9c38fec76f8!8m2!3d38.5564203!4d-90.3840849!16s%2Fg%2F11pcm57n8d!19sChIJb2uQNC5fuIsR-Hbsj8PZ3Qw,Bellissimo Spa and Wellness,5.0,46,Medical spa,"50 30, St. Louis, MO 63126, United States","HJ48+H9 St. Louis, Missouri, USA",http://www.bellissimospaandwellness.com/,+1 636-236-0407,Closes soon · 5 pm · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipNA5rFA9FEpQdPGDtPjKz9IjnfOoZdESs4UJePT=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Kirkwood+STL+MO/@38.5833862,-90.406785,14z",2025-12-16T22:41:12.140Z,10 am–5 pm,10 am–1:30 pm,10 am–6 pm,10 am–4 pm,Closed,Closed,10 am–5 pm,Identifies as women-owned,,,
"https://www.google.com/maps/place/Dr.+Raffi+Krikorian,+MD+FACC+RVT+RPVI/data=!4m7!3m6!1s0x87d8ce8daf3f96d5:0x8c2430feeb8024d7!8m2!3d38.5637737!4d-90.3656827!16s%2Fg%2F1tg5vlm8!19sChIJ1ZY_r43O2IcR1ySA6_4wJIw","Dr. Raffi Krikorian, MD FACC RVT RPVI",4.3,16,Cardiologist,"8793 Watson Rd, Webster Groves, MO 63119, United States","HJ7M+GP Webster Groves, Missouri, USA",https://doctors.stlukes-stl.com/details/1139/raffi-krikorian-cardiology-st_louis,+1 314-849-0923,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qX61jRdSaVEIN7IFKc0bPg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=317.3963&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Kirkwood+STL+MO/@38.5833862,-90.406785,14z",2025-12-16T22:41:17.020Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/St.+Louis+Cardiovascular+Institute/data=!4m7!3m6!1s0x87d8ce83ca7cf5c5:0x18d1e84026f4af05!8m2!3d38.5655173!4d-90.406293!16s%2Fg%2F11b87w9d_1!19sChIJxfV8yoPO2IcRBa_0JkDo0Rg,St. Louis Cardiovascular Institute,3.6,5,Medical clinic,"1028 S Kirkwood Rd, Kirkwood, MO 63122, United States","HH8V+6F Kirkwood, Missouri, USA",https://stlcardiovascularinstitute.com/,+1 314-394-2255,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipN6jV3SOp4S9ScdxU5oMCRSirCSMoAmJJZW3gOP=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Kirkwood+STL+MO/@38.5833862,-90.406785,14z",2025-12-16T22:41:21.923Z,,,,,,,,,,,
,,,,,,,,,,,,"https://www.google.com/maps/search/vein+clinics+in+Chesterfield+STL+MO/@38.6631083,-90.5770675,14z",2025-12-16T22:41:35.200Z,,,,,,,,,,No new results found,
"https://www.google.com/maps/place/Catherine+Wittgen,+MD/data=!4m7!3m6!1s0x87d8b4925c4755ff:0xd8a1d23a465982cc!8m2!3d38.6239819!4d-90.2380256!16s%2Fg%2F1tjy20w0!19sChIJ_1VHXJK02IcRzIJZRjrSodg","Catherine Wittgen, MD",5.0,8,Surgical center,"1225 South Grand Boulevard 2L - Door 1, St. Louis, MO 63104, United States","JQF6+HQ St. Louis, Missouri, USA",https://www.getcare.ssmhealth.com/find-a-doctor/doctor-details/catherine-m-wittgen-md?y_source=1_MTAwNTc2OTUwMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 314-617-2532,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOKf4tQzfGvYfsyk-psLLsqXWdyx_OA8seELJpw=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:41:50.120Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/SLUCare+Vascular+Surgery/data=!4m7!3m6!1s0x87d8b4923dfc7d1b:0xa25313fcedbbe5d4!8m2!3d38.6235789!4d-90.2380331!16s%2Fg%2F1tggv1hs!19sChIJG338PZK02IcR1OW77fwTU6I,SLUCare Vascular Surgery,1.0,2,Surgical center,"Center for Specialized Medicine, 1225 S Grand Blvd, St. Louis, MO 63104, United States","JQF6+CQ St. Louis, Missouri, USA",https://www.slucare.com/vascular-surgery/index.php,+1 314-977-4440,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOYQVQlelphLrOMmO0oQ_a6Jw9KVn3XKZoq77n7=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:41:54.945Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
https://www.google.com/maps/place/24%2F7+Urgent+Care+%28Downtown+St.+Louis%29/data=!4m7!3m6!1s0x87d8b319ac74e1ff:0x98448e1a6be3b903!8m2!3d38.6288567!4d-90.1943227!16s%2Fg%2F1tcvzz8r!19sChIJ_-F0rBmz2IcRA7njaxqORJg,24/7 Urgent Care (Downtown St. Louis),4.6,1297,Urgent care center,"916 Olive St, St. Louis, MO 63101, United States","JRH4+G7 St. Louis, Missouri, USA",https://www.fasttrackuc.com/,+1 314-436-9300,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMGLtu0YlB1LyUjNG_oLLV0wkWWeBWFvnRkUoMY=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:06.924Z,,,,,,,,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Total+Access+Urgent+Care+-+Tower+Grove/data=!4m7!3m6!1s0x87d8b467bd13e551:0x26459501a0c0341d!8m2!3d38.6021545!4d-90.2421291!16s%2Fg%2F11dfj7tj7y!19sChIJUeUTvWe02IcRHTTAoAGVRSY,Total Access Urgent Care - Tower Grove,4.8,1763,Urgent care center,"3114 S Grand Blvd, St. Louis, MO 63118, United States","JQ25+V4 St. Louis, Missouri, USA",https://www.totalaccessurgentcare.com/locations/tower-grove-urgent-care/,+1 314-696-2178,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNXWB_uyTbc_C2UxexpXiEf1Up6ZPz2OHCcz0xT=w408-h576-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:11.933Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,,
https://www.google.com/maps/place/Mercy+Clinic+Vascular+Specialists+-+Mercy+Heart+Hospital+St.+Louis/data=!4m7!3m6!1s0x87d8cd56de8f23a7:0x4b8f90764092e0ea!8m2!3d38.6428378!4d-90.4435986!16s%2Fg%2F11c1qmb526!19sChIJpyOP3lbN2IcR6uCSQHaQj0s,Mercy Clinic Vascular Specialists - Mercy Heart Hospital St. Louis,5.0,4,Medical clinic,"625 S New Ballas Rd Suite 7063, St. Louis, MO 63141, United States","JHV4+4H St. Louis, Missouri, USA",https://www.mercy.net/practice/mercy-clinic-heart-and-vascular-electrophysiology-mercy-heart-hospital-st-louis/?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=East&utm_content=website&y_source=1_MTI5OTY0NTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 314-251-4200,Closed · Opens 8:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aXlwiNsHxFJjsWGH5kipYw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=69.996124&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:21.956Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,8:30 am–4 pm,,,,
"https://www.google.com/maps/place/Dr.+William+S.+Goldstein,+MD/data=!4m7!3m6!1s0x87df2d67c1754b5f:0x619823ac60df91e0!8m2!3d38.6745722!4d-90.4586769!16s%2Fg%2F1tm8fjj1!19sChIJX0t1wWct34cR4JHfYKwjmGE","Dr. William S. Goldstein, MD",5.0,1,Vascular surgeon,"12401 Olive Blvd Ste 100, St. Louis, MO 63141, United States","MGFR+RG St. Louis, Missouri, USA",,+1 314-275-7300,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jDedw9kGL7eK6II-5C9jcg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=8.775599&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:24.729Z,,,,,,,,,,,
https://www.google.com/maps/place/CaeliVascular/data=!4m7!3m6!1s0x87d8b4dceee50fc3:0x9c718e6d613947cc!8m2!3d38.6352173!4d-90.2542003!16s%2Fg%2F11q2z072t_!19sChIJww_l7ty02IcRzEc5YW2OcZw,CaeliVascular,,,,"4340 Duncan Ave, St. Louis, MO 63110, United States","JPPW+38 St. Louis, Missouri, USA",https://www.caelivascular.com/,+1 314-422-9456,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7ZC17UD1QTH1ozw4BwAWag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.89941&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:27.272Z,,,,,,,,,,,
https://www.google.com/maps/place/Concentra+Urgent+Care/data=!4m7!3m6!1s0x87d8b3a7a8f14a19:0xea335428f44ca9ae!8m2!3d38.6307837!4d-90.2251049!16s%2Fg%2F1tj85cty!19sChIJGUrxqKez2IcRrqlM9ChUM-o,Concentra Urgent Care,4.1,1142,Occupational health service,"3100 Market St, St. Louis, MO 63103, United States","JQJF+8X St. Louis, Missouri, USA",http://www.concentra.com/?utm_source=Yext&utm_medium=Organic&utm_campaign=Homepage%20Link,+1 314-421-2557,"Closes soon · 5 pm · Opens 8 am Wed

Confirmed by this business 9 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNZKalcmbajvj9TYyrfcg4UbFDkHUgtBVzMsMcX=w472-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:32.323Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
"https://www.google.com/maps/place/St.+Louis+Vascular+Surgery+Specialists,+PC/data=!4m7!3m6!1s0x87df31d38b0dad55:0x67a0d3d2fce7df26!8m2!3d38.780436!4d-90.800239!16s%2Fg%2F11kjm_44c6!19sChIJVa0Ni9Mx34cRJt_n_NLToGc","St. Louis Vascular Surgery Specialists, PC",4.6,25,Vascular surgeon,"1901 HRC Plaza Drive, Lake St Louis, MO 63367, United States","Q5JX+5W Lake St Louis, Missouri, USA",http://stlvascular.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,+1 314-755-1084,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMjiE-yAdeK5SZ6Pe7lvkRvg-IYWbES9cfHw0-s=w408-h408-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:37.514Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,,
https://www.google.com/maps/place/Mia+Vida+Aesthetics+%26+Wellness/data=!4m7!3m6!1s0x87d8b5fdc9158367:0xf0a2c61a93da7f1d!8m2!3d38.5962529!4d-90.2430448!16s%2Fg%2F11l6zhgx14!19sChIJZ4MVyf212IcRHX_akxrGovA,Mia Vida Aesthetics & Wellness,5.0,6,Medical spa,"3334 S Grand Blvd, St. Louis, MO 63118, United States","HQW4+GQ St. Louis, Missouri, USA",https://miavidastl.com/,+1 855-642-8432,Closes soon · 5 pm · Opens 9:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPDIn2JnRiD7pNpVIeKeMCl8sWIshxoDx2huWw-=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:42.705Z,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,Closed,Closed,Closed,9:30 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Dr.+Luis+A.+Sanchez,+MD/data=!4m7!3m6!1s0x87d8b52110df8adb:0x8b8b01a85a72314e!8m2!3d38.6352337!4d-90.2648651!16s%2Fg%2F1vk6zs1t!19sChIJ24rfECG12IcRTjFyWqgBi4s","Dr. Luis A. Sanchez, MD",5.0,2,Vascular surgeon,"1 Barnes Jewish Hospital Plaza, St. Louis, MO 63110, United States","JPPP+33 St. Louis, Missouri, USA",,+1 314-747-8272,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=QZqDv7HBCRzV5Ktsh9MedQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.76845&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:45.469Z,,,,,,,,,,,
https://www.google.com/maps/place/Missouri+Dermatology+Laser+and+Vein+Center/data=!4m7!3m6!1s0x87ded3dfb5e8f0df:0x7cd2030ba2b37dbe!8m2!3d38.7212378!4d-90.6978349!16s%2Fg%2F11t14zc7c2!19sChIJ3_Dotd_T3ocRvn2zogsD0nw,Missouri Dermatology Laser and Vein Center,4.9,377,Medical clinic,"856 Waterbury Falls Dr # 100, O'Fallon, MO 63368, United States","P8C2+FV O'Fallon, Missouri, USA",https://www.missouridermmd.com/,+1 636-532-0990,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN4mm23P7MTTwGGtB38eCv6lTrHwz_H9zJaoxY=w408-h315-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:50.262Z,7:30 am–4:30 pm,8 am–4:30 pm,7:30 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,,
"https://www.google.com/maps/place/Dr.+Robert+W.+Thompson,+MD/data=!4m7!3m6!1s0x87d8b52110df8adb:0x7f3728ec411a5958!8m2!3d38.6352337!4d-90.2648651!16s%2Fg%2F1tk_k7r4!19sChIJ24rfECG12IcRWFkaQewoN38","Dr. Robert W. Thompson, MD",3.7,18,Surgeon,"1 Barnes Jewish Hospital Plaza #1501, St. Louis, MO 63110, United States","JPPP+33 St. Louis, Missouri, USA",https://wuphysicians.wustl.edu/for-patients/find-a-physician/robert-w-thompson,+1 314-747-8272,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OMHE4g96AURbEr-UK1TMGg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=330.7384&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:53.061Z,,,,,,,,,,,
https://www.google.com/maps/place/Vascular+Surgery/data=!4m7!3m6!1s0x87d8b5276e4cc6b1:0xc8e24679af3f2908!8m2!3d38.6385163!4d-90.2632233!16s%2Fg%2F1hm2k6bpp!19sChIJscZMbie12IcRCCk_r3lG4sg,Vascular Surgery,,,University,"4921 Parkview Pl, St. Louis, MO 63110, United States","JPQP+CP St. Louis, Missouri, USA",http://vascularsurg.wustl.edu/,+1 314-362-7408,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IaIB31IBEnWP0a8TT3TGDw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.0094361&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:42:55.890Z,,,,,,,,,,,
https://www.google.com/maps/place/St.+Louis+Heart+and+Vascular/data=!4m7!3m6!1s0x87df3193dc6193bd:0xa737b2f97d364773!8m2!3d38.7501525!4d-90.4271163!16s%2Fg%2F11dx8hmnmj!19sChIJvZNh3JMx34cRc0c2ffmyN6c,St. Louis Heart and Vascular,4.8,391,Cardiologist,"3550 McKelvey Rd, Bridgeton, MO 63044, United States","QH2F+35 Bridgeton, Missouri, USA",https://www.slhv.com/location/bridgeton-office/?utm_source=google&utm_medium=gmb&utm_campaign=bridgeton,+1 314-741-0911,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipO5069WZv4eN3AhVb4dDclCK7N_neN5f-ed3zGK=w486-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:43:00.814Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Dr.+Ricardo+Rao,+MD/data=!4m7!3m6!1s0x87d8cd5f3c9a1301:0x3953f268c29d2793!8m2!3d38.6352458!4d-90.4485877!16s%2Fg%2F1w97vy61!19sChIJAROaPF_N2IcRkyedwmjyUzk","Dr. Ricardo Rao, MD",4.0,4,Vascular surgeon,"3009 N Ballas Rd, St. Louis, MO 63131, United States","JHP2+3H St. Louis, Missouri, USA",http://www.stlmedclinic.com/,+1 314-432-1111,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wB4FHg79OE98GI6tPRWHCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.74057&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:43:03.815Z,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Patrick+J.+Geraghty,+MD/data=!4m7!3m6!1s0x87d8b52094fa988d:0x8df0dbecee7ee10c!8m2!3d38.6353509!4d-90.2627749!16s%2Fg%2F1thnp9n5!19sChIJjZj6lCC12IcRDOF-7uzb8I0","Dr. Patrick J. Geraghty, MD",,,Vascular surgeon,"660 S Euclid Ave # 8109, St. Louis, MO 63110, United States","JPPP+4V St. Louis, Missouri, USA",https://physicians.wustl.edu/people/patrick-j-geraghty-md/,+1 314-362-6490,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Z17wVT8QmP0jJ9XvAT68oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.37278&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Central+West+STL+MO/@38.627428,-90.1982439,14z",2025-12-16T22:43:06.398Z,,,,,,,,,,,
https://www.google.com/maps/place/Refresh+Medical+Spa/data=!4m7!3m6!1s0x87d8caf5048eaaab:0x715b090f6fb78e6b!8m2!3d38.6128237!4d-90.3202707!16s%2Fg%2F11n0tgq304!19sChIJq6qOBPXK2IcRa463bw8JW3E,Refresh Medical Spa,5.0,25,Medical spa,"7403 Manchester Rd, Maplewood, MO 63143, United States","JM7H+4V Maplewood, Missouri, USA",http://refresh-medspa.com/,+1 314-730-5585,Closes soon · 5 pm · Opens 9 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=st5aMgwArrM1TDE61eWL1w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.36685&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Maplewood+STL+MO/@38.6125521,-90.3245599,14z",2025-12-16T22:43:27.891Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–5 pm,Closed,Closed,9 am–5 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Spartz+Vein+Clinic+-+Maplewood/data=!4m7!3m6!1s0x52b32bfa7b0323e5:0xec04353ff1e835f3!8m2!3d45.0142345!4d-93.0542444!16s%2Fg%2F11ckzcc5dq!19sChIJ5SMDe_ors1IR8zXo8T81BOw,Spartz Vein Clinic - Maplewood,4.6,40,Medical clinic,"2411 Maplewood Dr, Maplewood, MN 55109, United States","2W7W+M8 Maplewood, Minnesota, USA",https://spartzvein.com/,+1 651-797-6880,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMO3VWF26KmRvDxSaNxwLNcrXP7fmEKIr19llTz=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Maplewood+STL+MO/@38.6125521,-90.3245599,14z",2025-12-16T22:43:32.856Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,Identifies as women-owned,,,
https://www.google.com/maps/place/Total+Access+Urgent+Care+-+St.+Louis+Hills/data=!4m7!3m6!1s0x87d8ca12bd3c199f:0x817cd3f0839f24c6!8m2!3d38.5884489!4d-90.3093529!16s%2Fg%2F1pzxmpdjz!19sChIJnxk8vRLK2IcRxiSfg_DTfIE,Total Access Urgent Care - St. Louis Hills,4.8,2537,Urgent care center,"6900 Chippewa St, St. Louis, MO 63109, United States","HMQR+97 St. Louis, Missouri, USA",https://www.totalaccessurgentcare.com/locations/st-louis-hills-urgent-care/,+1 314-899-9344,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipMLcde3SHNkOEWaUy-iIiHCSybQ1ymvIYZeL3kD=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Maplewood+STL+MO/@38.6125521,-90.3245599,14z",2025-12-16T22:43:37.797Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,,
https://www.google.com/maps/place/Washington+University+and+Barnes-Jewish+Heart+%26+Vascular+Center/data=!4m7!3m6!1s0x87d8b5273f904755:0xa0b74c72bb615006!8m2!3d38.6385163!4d-90.2632233!16s%2Fg%2F1tfb72t7!19sChIJVUeQPye12IcRBlBhu3JMt6A,Washington University and Barnes-Jewish Heart & Vascular Center,3.0,2,Medical clinic,"4921 Parkview Pl #8a, St. Louis, MO 63110, United States","JPQP+CP St. Louis, Missouri, USA",https://www.barnesjewish.org/Medical-Services/Heart-Vascular,+1 314-747-9461,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1pnfPl5udSMKVBBatTzbGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=344.82114&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Maplewood+STL+MO/@38.6125521,-90.3245599,14z",2025-12-16T22:43:40.706Z,,,,,,,,,,,
https://www.google.com/maps/place/Trident+Vein+Center+Brentwood/data=!4m7!3m6!1s0x88647b4e1f14443f:0x7b3876bb861d8607!8m2!3d36.0416652!4d-86.7717197!16s%2Fg%2F11whfxss8h!19sChIJP0QUH057ZIgRB4Ydhrt2OHs,Trident Vein Center Brentwood,5.0,122,Medical clinic,"1001 Health Park Dr Suite 450, Brentwood, TN 37027, United States","26RH+M8 Brentwood, Tennessee, USA",https://www.tridentvein.com/locations/brentwood?utm_campaign=gmb,+1 629-306-8008,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/p/AF1QipNKQ-YItC2TDhdUapN8Uhc65OtotZLbSkIh1Kw-=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Brentwood+STL+MO/@38.6175522,-90.3492829,14z",2025-12-16T22:44:01.833Z,7 am–5 pm,7 am–4 pm,7 am–4 pm,7 am–12 pm,Closed,Closed,7 am–5 pm,,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Brentwood/data=!4m7!3m6!1s0x88647ad90ed3f73b:0xdbbe14411c461dfa!8m2!3d36.0321405!4d-86.7786215!16s%2Fg%2F1tgdtwk2!19sChIJO_fTDtl6ZIgR-h1GHEEUvts,USA Vein Clinics - Brentwood,4.3,103,Medical clinic,"9020 Overlook Blvd #150, Brentwood, TN 37027, United States","26JC+VH Brentwood, Tennessee, USA",https://www.usaveinclinics.com/company/locations/tennessee/office/brentwood/,+1 615-266-3046,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMBq0ZDJZnGtKqssYIt2NzpmycD8EVksZf8N_X4=w408-h282-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Brentwood+STL+MO/@38.6175522,-90.3492829,14z",2025-12-16T22:44:06.783Z,,,,,,,,,,,
https://www.google.com/maps/place/Ridenour+Plastic+Surgery/data=!4m7!3m6!1s0x87df2d683803dd15:0x9242ef46d5518ec7!8m2!3d38.67454!4d-90.461313!16s%2Fg%2F1thks7bx!19sChIJFd0DOGgt34cRx45R1UbvQpI,Ridenour Plastic Surgery,4.9,414,Plastic surgeon,"12460 Olive Blvd 2nd floor, Creve Coeur, MO 63141, United States","MGFQ+RF Creve Coeur, Missouri, USA",http://www.ridenourplasticsurgery.com/,+1 314-878-8600,Closes soon · 5 pm · Opens 9 am Wed,https://lh3.googleusercontent.com/p/AF1QipPKG261Psdv2syLG2Gy5QKB1Kl1uTMOHOB26CRm=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Creve+Coeur+STL+MO/@38.6608855,-90.422618,14z",2025-12-16T22:44:21.084Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Beauty+and+Wellness+on+Olive/data=!4m7!3m6!1s0x87df33004c001217:0x686c3167ed208ba1!8m2!3d38.6716193!4d-90.4395743!16s%2Fg%2F11vqd5y0hy!19sChIJFxIATAAz34cRoYsg7WcxbGg,Beauty and Wellness on Olive,5.0,44,Medical spa,"11621 Olive Blvd, Creve Coeur, MO 63141, United States","MHC6+J5 Creve Coeur, Missouri, USA",https://beautyandwellnessonolive.com/?utm_source=GBP,+1 314-744-5921,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPlupzWx_B0tz_ar1dpVk5BYKOIKYme6qNnl-3Z=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Creve+Coeur+STL+MO/@38.6608855,-90.422618,14z",2025-12-16T22:44:26.077Z,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–4 pm,11 am–2 pm,Closed,Closed,,true,,
