placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Eck+Services/data=!4m7!3m6!1s0x87bcc5812b9fab8d:0x6a3e7470aa5721d6!8m2!3d38.8563651!4d-97.6076519!16s%2Fg%2F11y3zzdbwd!19sChIJjaufK4HFvIcR1iFXqnB0Pmo,Eck Services,4.9,144,Plumber,"203 E Pacific Ave, Salina, KS 67401, United States","V94R+GW Salina, Kansas, USA",https://www.eckelectric.com/,+1 620-322-0741,,https://lh3.googleusercontent.com/p/AF1QipOi_zEt_uaTKCJjbjh6JFPavnORnNQUNa3XpzZL=w408-h283-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:19.401Z,,,
https://www.google.com/maps/place/Prairie+Plumbing+LLC/data=!4m7!3m6!1s0xacadbc00bd515d89:0x4348c023e643e3d6!8m2!3d38.8017595!4d-97.4529063!16s%2Fg%2F11krl10m5w!19sChIJiV1RvQC8rawR1uND5iPASEM,Prairie Plumbing LLC,5.0,28,Plumber,,,http://prairieplumbingllc.com/,+1 785-309-6733,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNx4lO9K1H-8bK96EIbEvVH6f9R4xjMW7xKKNf-=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:24.163Z,,,
"https://www.google.com/maps/place/Salina+Plumbing+Company,+Inc./data=!4m7!3m6!1s0x87bcc62b88bb3677:0xcec782536efab90!8m2!3d38.7932618!4d-97.606636!16s%2Fg%2F1th6fc21!19sChIJdza7iCvGvIcRkKvvNiV47Aw","Salina Plumbing Company, Inc.",4.9,83,Plumber,"2932 E Ray Ave, Salina, KS 67401, United States","Q9VV+88 Salina, Kansas, USA",http://www.salinaplumbing.net/,+1 785-827-5250,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM8RdYjL_8TwETWreKhcWM9DidE3Urpj-6KIiiI=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:29.209Z,,,
https://www.google.com/maps/place/Drains+Plus+LLC/data=!4m7!3m6!1s0x87bcc58844dca47d:0x7bb9701202042da1!8m2!3d38.852751!4d-97.609406!16s%2Fg%2F11d_9g8qb1!19sChIJfaTcRIjFvIcRoS0EAhJwuXs,Drains Plus LLC,4.3,54,Plumber,"701 N Santa Fe Ave, Salina, KS 67401, United States","V93R+46 Salina, Kansas, USA",http://www.drainsplusllc.com/,+1 785-822-7800,Closed ⋅ Opens 8:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzlnJPPmZGSLX5v0gYriojMM2bfUHTwhC8zZW-qbs5FgGD8r7UAjilaeRM73YSQa8tqd-HUZrJVnRfO6MEEhVFdv62wIwykzIetve52faHWAhz0jUANhv3DWW7aCDUM094iuqx0Hz6n--0=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:34.173Z,,,
https://www.google.com/maps/place/Summit+Plumbing+LLC/data=!4m7!3m6!1s0x87bccf60d899d301:0xdb6766921e72cdd8!8m2!3d38.846224!4d-97.6162085!16s%2Fg%2F1tj743dy!19sChIJAdOZ2GDPvIcR2M1yHpJmZ9s,Summit Plumbing LLC,3.5,32,Plumber,"321 N 12th St, Salina, KS 67401, United States","R9WM+FG Salina, Kansas, USA",,+1 785-827-1500,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MzBmw7Oh5Mr5MFcak_zS7w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=293.2081&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:39.661Z,,,
https://www.google.com/maps/place/Oetting+Plumbing+%26+Heating/data=!4m7!3m6!1s0x87bcc592d0677b7d:0x921150f95a63f933!8m2!3d38.8453307!4d-97.5984206!16s%2Fg%2F1trrdqks!19sChIJfXtn0JLFvIcRM_ljWvlQEZI,Oetting Plumbing & Heating,4.8,4,Plumber,"815 E Elm St, Salina, KS 67401, United States","RCW2+4J Salina, Kansas, USA",,+1 785-823-8310,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4KwkTHihdTb10Y2DvomNSw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.8153086&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:42.694Z,,,
https://www.google.com/maps/place/Ludes+Plumbing/data=!4m7!3m6!1s0x87bcc66db8034c0b:0x4549ea419206252f!8m2!3d38.8124815!4d-97.5857124!16s%2Fg%2F1td2hfb6!19sChIJC0wDuG3GvIcRLyUGkkHqSUU,Ludes Plumbing,2.3,3,Plumber,"1701 E Cloud St, Salina, KS 67401, United States","RC67+XP Salina, Kansas, USA",,+1 785-825-6001,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c_z_b8l58lqNRxX0jX-jwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=170.36542&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:45.729Z,,,
https://www.google.com/maps/place/Mark+Smith+Plumbing+Inc/data=!4m7!3m6!1s0x87bcc60abd06feff:0xe4bc3aec330b871e!8m2!3d38.8236704!4d-97.5909622!16s%2Fg%2F1vf9cwy0!19sChIJ__4GvQrGvIcRHocLM-w6vOQ,Mark Smith Plumbing Inc,4.6,7,Plumber,"1225 McAdams Rd, Salina, KS 67401, United States","RCF5+FJ Salina, Kansas, USA",,+1 785-825-6482,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SZtc45P7XSCh-ee4a674Lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.8934&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:48.837Z,,,
"https://www.google.com/maps/place/Certified+Plumbing,+LLC/data=!4m7!3m6!1s0xa74cc4bda1c3ad5d:0x59c9f47facbae3cb!8m2!3d38.8477855!4d-97.682554!16s%2Fg%2F11y4crjqh3!19sChIJXa3Dob3ETKcRy-O6rH_0yVk","Certified Plumbing, LLC",5.0,25,Plumber,,,,+1 785-577-4436,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMoUNYKASnNZqy1lKdonNytVfO2uF1uoioK31gB=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:53.649Z,,,
https://www.google.com/maps/place/LilyPad+Septic+%26+Portable+Restroom+Services/data=!4m7!3m6!1s0x87bccf7b6e999775:0xcaa5ef818d37da63!8m2!3d38.8144133!4d-97.6215437!16s%2Fg%2F1th87n27!19sChIJdZeZbnvPvIcRY9o3jYHvpco,LilyPad Septic & Portable Restroom Services,4.6,90,Septic system service,"1550 S Broadway Blvd, Salina, KS 67401, United States","R97H+Q9 Salina, Kansas, USA",https://www.lilypadseptic.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Salina-KS,+1 785-268-2656,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipP1tyOiU2IdNatl1X8XWdZJUS6s_sb1MZbsJXB4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:53:58.370Z,,,
https://www.google.com/maps/place/Premier+Plumbing/data=!4m7!3m6!1s0x338542227429c71:0x55476271feaccd03!8m2!3d38.8099572!4d-97.5996257!16s%2Fg%2F11kbs5pgc7!19sChIJcZxCJyJUOAMRA82s_nFiR1U,Premier Plumbing,5.0,1,Plumber,"735 Carl Ave, Salina, KS 67401, United States","RC52+X4 Salina, Kansas, USA",,+1 785-376-1351,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMPr5R-crrvd3K2q9SDpbkWyjqEhNrWyLLdTg6e=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:03.487Z,,,
https://www.google.com/maps/place/Payless+Plumbing+Sewer+and+Drain+Cleaning+Llc./data=!4m7!3m6!1s0x87bccf5f61d7fae1:0xa6f6ee08fcbb2b53!8m2!3d38.816057!4d-97.600147!16s%2Fg%2F1hc86t73g!19sChIJ4frXYV_PvIcRUyu7_Aju9qY,Payless Plumbing Sewer and Drain Cleaning Llc.,2.5,26,Plumber,"1404 Sunrise Dr, Salina, KS 67401, United States","R98X+CW Salina, Kansas, USA",,+1 785-643-9279,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOMKE4j9xt4JkCpGH9KNXkdjzc-kdhRS6X5o44r=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:08.698Z,,,
https://www.google.com/maps/place/Jay%27s+Plumbing+Services+LLC/data=!4m7!3m6!1s0x87bcc314db317529:0xb4a23b5f6b7cfd29!8m2!3d38.8411491!4d-97.4908181!16s%2Fg%2F11j36dprhk!19sChIJKXUx2xTDvIcRKf18a187orQ,Jay's Plumbing Services LLC,5.0,16,Plumber,"116 S Nelson Rd, Salina, KS 67401, United States","RGR5+FM Salina, Kansas, USA",https://salinaplumbingservices.com/,+1 785-822-5189,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPlaUQhETb4lPe7KdW9mo0Z1HMsbLS00c7PD7hc=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:13.939Z,,,
https://www.google.com/maps/place/Frazier+Brothers+Plumbing/data=!4m7!3m6!1s0x87bcc5bd92f408cd:0xec87b7f6d0993b0a!8m2!3d38.852083!4d-97.5889569!16s%2Fg%2F1tdbfyqj!19sChIJzQj0kr3FvIcRCjuZ0Pa3h-w,Frazier Brothers Plumbing,4.0,3,Plumber,"1408 Prospect Ave, Salina, KS 67401, United States","VC26+RC Salina, Kansas, USA",,+1 785-452-9707,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx07mOL3QFR_vrzxWY5KMCepFB8-5fN7lwutnGu0TOW6esyfiLpW5cxtJ7_jvlr9yTk1pF34CAAy0gJwcEjs-AnP6vaWYQwsT0Uhkn41euxsDymaHfbhotUiF6aGrm_vgIXDtvu=w408-h544-k-no,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:19.038Z,,,
"https://www.google.com/maps/place/A1+Plumbing+Service,+LLC/@38.8256136,-97.6318002,12z/data=!3m1!4b1!4m6!3m5!1s0x25f16165c70816ab:0x87cad6ec20b2e575!8m2!3d38.8256136!4d-97.6318002!16s%2Fg%2F11tggl2dmc","A1 Plumbing Service, LLC",5.0,1,Plumber,,,,+1 785-827-4888,Closed ⋅ Opens 8 am Tue,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:26.009Z,,,
https://www.google.com/maps/place/Bachofer+Plumbing+Heating+%26+Air+Conditioning+Inc/data=!4m7!3m6!1s0x87bccf55dc96420d:0x237fe3e4823b6092!8m2!3d38.8277215!4d-97.6129105!16s%2Fg%2F1tsykq3g!19sChIJDUKW3FXPvIcRkmA7guTjfyM,Bachofer Plumbing Heating & Air Conditioning Inc,5.0,14,Air conditioning repair service,"672 S 9th St, Salina, KS 67401, United States","R9HP+3R Salina, Kansas, USA",,+1 785-823-3455,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VpGAY1EgBZp5QaZI9cmUrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.9151&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:28.744Z,,,
https://www.google.com/maps/place/Holm+Plumbing/data=!4m7!3m6!1s0x87bcc8acb53a8827:0x171d7b4fadfa9b85!8m2!3d38.822705!4d-97.618083!16s%2Fg%2F126282b6v!19sChIJJ4g6tazIvIcRhZv6rU97HRc,Holm Plumbing,,,Plumber,"848 Custer St, Salina, KS 67401, United States","R9FJ+3Q Salina, Kansas, USA",,+1 785-825-0036,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hHEAHSetYvn7FDHYG66g8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.81305&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:33.546Z,,,
https://www.google.com/maps/place/Superior+Plumbing+%26+Heating+Co./data=!4m7!3m6!1s0x87bcc8c067381175:0x370bb73e22d3200!8m2!3d38.7739559!4d-97.633452!16s%2Fg%2F1tdw8l2j!19sChIJdRE4Z8DIvIcRADIt4nO7cAM,Superior Plumbing & Heating Co.,4.6,25,Plumber,"1655 Wall St Building B, Salina, KS 67401, United States","Q9F8+HJ Salina, Kansas, USA",http://www.spsalina.com/,+1 785-827-5611,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPWxUUMoBK6VFoGJByJLlTSEGxPenAtbEkW_1Tv=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:38.601Z,,,
https://www.google.com/maps/place/Salina+Supply+Co/data=!4m7!3m6!1s0x87bcc58b1e90aa07:0xbd5f30d07b15b12f!8m2!3d38.845406!4d-97.608666!16s%2Fg%2F1w6r8t1v!19sChIJB6qQHovFvIcRL7EVe9AwX70,Salina Supply Co,4.8,27,Plumbing supply store,"302 N Santa Fe Ave, Salina, KS 67401, United States","R9WR+5G Salina, Kansas, USA",http://www.salinasupply.com/,+1 785-823-2221,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiR9sUj-SHE20tzggh2OGTCogVvdWD7pvpwd0ywkBSnjYJQ3XfeuEt7wyYmzOf4tz5Po2FLq4l5wpfHY1IhxpDnkuvJQrqonShg28bsMqXFLjLux8ihq6TcCfkVyI-wihJ0JA=w408-h652-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:43.772Z,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Hajoca+-+Salina+%23153/data=!4m7!3m6!1s0x87bcc58cfa4c97c3:0x16324d428155d456!8m2!3d38.846645!4d-97.603803!16s%2Fg%2F1th249xt!19sChIJw5dM-ozFvIcRVtRVgUJNMhY,Hajoca - Salina #153,4.0,7,Plumbing supply store,"333 N Front St, Salina, KS 67401, United States","R9WW+MF Salina, Kansas, USA",https://hajocasalina.com/,+1 785-825-1333,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipMn_WzpCS9V1n7P8iauRynQdMHFgfOWZXsz-zew=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:48.912Z,,"Chain providing plumbing, heating & industrial supplies to homeowners & contractors since 1858. · In-store pick-up · Delivery",
https://www.google.com/maps/place/Tri+River+Services/data=!4m7!3m6!1s0x87bccfe076758c8f:0xcb10ecb166d77a24!8m2!3d38.8337175!4d-97.6189832!16s%2Fg%2F11jykxmkpb!19sChIJj4x1duDPvIcRJHrXZrHsEMs,Tri River Services,5.0,12,Contractor,"418 S Phillips Ave, Salina, KS 67401, United States","R9MJ+FC Salina, Kansas, USA",,+1 785-376-1892,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipOouilUA4HgL0bVz-4w-baavfR3dA59FSEjGJ0Z=w408-h804-k-no,true,7 am–5 pm,7 am–5 pm,Open 24 hours,7 am–5 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:54.383Z,,,
https://www.google.com/maps/place/Les%27+Plumbing+Heating+%26+Air/data=!4m7!3m6!1s0x87bcc5d1f87b2699:0x72df404f80a708ec!8m2!3d38.835533!4d-97.573517!16s%2Fg%2F1tcx_btw!19sChIJmSZ7-NHFvIcR7AingE9A33I,Les' Plumbing Heating & Air,,,Plumber,"2202 Hillside Dr, Salina, KS 67401, United States","RCPG+6H Salina, Kansas, USA",,+1 785-825-8440,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zmgakTaU11Ogfz7eDuz7ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.21751&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:54:57.023Z,,,
https://www.google.com/maps/place/Phoenix+Supply+Co/data=!4m7!3m6!1s0x87bcc587ed038bab:0x8b9c9a15ebdcf60e!8m2!3d38.8559646!4d-97.6105422!16s%2Fg%2F1tlw9lhy!19sChIJq4sD7YfFvIcRDvbc6xWanIs,Phoenix Supply Co,4.6,17,Plumbing supply store,"201 W Pacific Ave, Salina, KS 67401, United States","V94Q+9Q Salina, Kansas, USA",https://www.phoenixsupplyinc.com/Salina-KS-v2.HTML,+1 785-825-7220,Closed ⋅ Opens 8 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=knu_z8kUyq6iiXJbOzzpsw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.99419&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:01.754Z,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Star+Plumbing+Inq/data=!4m7!3m6!1s0x87bcc62e3a5a712f:0xf3b41201d11d4160!8m2!3d38.7986639!4d-97.5896419!16s%2Fg%2F1tp_6xt2!19sChIJL3FaOi7GvIcRYEEd0QEStPM,Star Plumbing Inq,5.0,9,Plumber,"2341 Huntington Rd, Salina, KS 67401, United States","QCX6+F4 Salina, Kansas, USA",,+1 785-827-7827,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CUJkglwKDM1qrhrhL_I0zQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=95.05317&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:04.771Z,,,
https://www.google.com/maps/place/Waddle%27s+Heating+%26+Cooling/data=!4m7!3m6!1s0x87bccf61d16bf353:0xfe3e040bbb7c81ee!8m2!3d38.8468481!4d-97.6119268!16s%2Fg%2F1tdpmlsd!19sChIJU_Nr0WHPvIcR7oF8uwsEPv4,Waddle's Heating & Cooling,4.6,79,HVAC contractor,"346 N 9th St, Salina, KS 67401, United States","R9WQ+P6 Salina, Kansas, USA",https://www.waddlesheating.com/?utm_source=google+&utm_medium=organic+&utm_campaign=gbp,+1 785-827-2621,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u5YUZtcHxarmM0U4yD3W5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=113.93961&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:10.006Z,,,
https://www.google.com/maps/place/Wishon+Heating+%26+Air+Conditioning+Inc./data=!4m7!3m6!1s0x87bcc5f536797cab:0xf61a78bf30b784da!8m2!3d38.843732!4d-97.609926!16s%2Fg%2F11b7jvg0tg!19sChIJq3x5NvXFvIcR2oS3ML94GvY,Wishon Heating & Air Conditioning Inc.,4.8,77,HVAC contractor,"220 N 7th St, Salina, KS 67401, United States","R9VR+F2 Salina, Kansas, USA",https://sites.google.com/view/wishonheatingandair/contact-us,+1 785-577-8313,Closed ⋅ Opens 8:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwwmkTGWm85JroRECDVl3myvMRYX5L3M2P6g2qTigkfu8fUQ8Y77O_PGjdyz3C_wKarhU12Vn6rGmkV1iL3-98KFYFa2yDiZAnGmeOTaS3-Udj7t8GA9_dME0vDWoJpwFwJDLLIpw=w408-h408-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:14.794Z,,,
"https://www.google.com/maps/place/Terry+Smith+Plumbing,+Inc./data=!4m7!3m6!1s0x87bcc12d6ff6aa0d:0xdad5dafb1f983de!8m2!3d38.4980909!4d-98.320078!16s%2Fg%2F11g9jmr64t!19sChIJDar2by3BvIcR3oP5sa9drQ0","Terry Smith Plumbing, Inc.",5.0,16,Plumber,,,,+1 785-823-3713,,https://lh3.googleusercontent.com/p/AF1QipNqOXsiRR_udAweuXKp13JEkJnGBca1yn4UogrB=w432-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:17.722Z,,,
https://www.google.com/maps/place/Waters+Hardware-+Salina/data=!4m7!3m6!1s0x87bcc5e5e88457b5:0xd5be71b37e5f2b56!8m2!3d38.8337527!4d-97.5963435!16s%2Fg%2F1tcv1zc9!19sChIJtVeE6OXFvIcRVitffrNxvtU,Waters Hardware- Salina,4.4,181,Home improvement store,"460 S Ohio St, Salina, KS 67401, United States","RCM3+GF Salina, Kansas, USA",https://www.doitbest.com/waters-hardware/,+1 785-823-6400,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipOdt1NlpUK94_Hsj9QUna7nNDybgbnqf-ubrsk2=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,10 am–6 pm,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:22.663Z,,· In-store shopping · Kerbside pickup · Delivery,
https://www.google.com/maps/place/Lytle+Electric+Inc./data=!4m7!3m6!1s0x87bcc58dd1026d15:0xcf419dd84af0f780!8m2!3d38.849278!4d-97.602784!16s%2Fg%2F1tgh3hjr!19sChIJFW0C0Y3FvIcRgPfwStidQc8,Lytle Electric Inc.,5.0,5,Electrician,"601 E North St, Salina, KS 67401, United States","R9XW+PV Salina, Kansas, USA",,+1 785-827-7804,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=irrDIv54sgmMvOVjm_3_lg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.74502&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:27.484Z,,,
https://www.google.com/maps/place/Comfort+Heating+%26+Air/data=!4m7!3m6!1s0x87bccf635fba3f73:0x2dbad4fdd7406990!8m2!3d38.8151998!4d-97.6223084!16s%2Fg%2F1td48hbn!19sChIJcz-6X2PPvIcRkGlA1_3Uui0,Comfort Heating & Air,4.9,118,Air conditioning contractor,"1500 S Broadway Blvd, Salina, KS 67401, United States","R98H+33 Salina, Kansas, USA",https://www.salinacomfort.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_salina,+1 785-829-4646,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipO9CqqNn9cswlQ14_z4dXnsM9B7QyLN8FsXuHPI=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:33.162Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Kansas+Backflow+Testing/data=!4m7!3m6!1s0x87bcc5bf709f729f:0x3a81369f62bee969!8m2!3d38.8385276!4d-97.6059576!16s%2Fg%2F11g_x44hbx!19sChIJn3KfcL_FvIcRaem-Yp82gTo,Kansas Backflow Testing,5.0,127,Certification agency,"146 S 3rd St, Salina, KS 67401, United States","R9QV+CJ Salina, Kansas, USA",http://www.kansasbackflow.com/salina,+1 785-822-5040,Closed ⋅ Opens 6 am Tue,https://lh3.googleusercontent.com/p/AF1QipN32eSxVwpfLK3zC3GUB_N6s5ALNDm4wxFYwrvK=w408-h544-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Salina+KS/@38.8382008,-97.604447,14z",2025-11-11T04:55:37.937Z,,,
